source,difficulty,choice1,choice2,choice1_type,choice2_type,chosen,rejected,chosen_type,rejected_type,confidence_scores,decision_time,number_of_clicks,scratch_space,correct_chosen,raw_number_of_clicks,raw_decision_time,prompt,prompt_response_group,other_info,IDs,tags,tag_IDs,categories,correct_statements,incorrect_statements,dataset_name
trivia_qa,,The name of the skunk in Bambi is Flower.,The skunk in Bambi was named Happy.,correct,incorrect,"Human: What was the name of the skunk in Bambi?

Assistant: The name of the skunk in Bambi is Flower.","Human: What was the name of the skunk in Bambi?

Assistant: The skunk in Bambi was named Happy.",correct,incorrect,1.0,0.903968884963092,0.8568886070797359,,True,2.0,1.225999999999999,Human: What was the name of the skunk in Bambi?,"Human: What was the name of the skunk in Bambi?

Response A: The name of the skunk in Bambi is Flower.

Response B: The skunk in Bambi was named Happy.",,3522,12,MC352212,,The name of the skunk in Bambi is Flower.,The skunk in Bambi was named Happy.,trivia_qa
trivia_qa,,The Greek flag is made up of green and white,The Greek flag is made up of the colours blue and white.,incorrect,correct,"Human: Which two colours make up the Greek flag?

Assistant: The Greek flag is made up of the colours blue and white.","Human: Which two colours make up the Greek flag?

Assistant: The Greek flag is made up of green and white",correct,incorrect,0.6666666666666666,0.9795761835649396,1.0,,True,1.0,0.512,Human: Which two colours make up the Greek flag?,"Human: Which two colours make up the Greek flag?

Response A: The Greek flag is made up of green and white

Response B: The Greek flag is made up of the colours blue and white.",,4708,21,MC470821,,The Greek flag is made up of the colours blue and white.,The Greek flag is made up of green and white,trivia_qa
trivia_qa,,"In a game of Australian Rules Football, there are 11 players on each side.",There are 18 players on each side in a game of Australian Rules Football.,incorrect,correct,"Human: How many players are there on each side in a game of Australian Rules Football?

Assistant: In a game of Australian Rules Football, there are 11 players on each side.","Human: How many players are there on each side in a game of Australian Rules Football?

Assistant: There are 18 players on each side in a game of Australian Rules Football.",incorrect,correct,1.0,0.8963053045598872,1.0,,False,1.0,1.3149999999999995,Human: How many players are there on each side in a game of Australian Rules Football?,"Human: How many players are there on each side in a game of Australian Rules Football?

Response A: In a game of Australian Rules Football, there are 11 players on each side.

Response B: There are 18 players on each side in a game of Australian Rules Football.",,3525,21,MC352521,,There are 18 players on each side in a game of Australian Rules Football.,"In a game of Australian Rules Football, there are 11 players on each side.",trivia_qa
trivia_qa,,"If you were in Japan eating edamame, you would be eating (Soy) Beans.","If you were in Japan eating edamame, you'd be eating wheat germ",correct,incorrect,"Human: If you were in Japan eating edamame, what would you be eating?

Assistant: If you were in Japan eating edamame, you would be eating (Soy) Beans.","Human: If you were in Japan eating edamame, what would you be eating?

Assistant: If you were in Japan eating edamame, you'd be eating wheat germ",correct,incorrect,1.0,0.9475675624615943,1.0,,True,1.0,0.7810000000000006,"Human: If you were in Japan eating edamame, what would you be eating?","Human: If you were in Japan eating edamame, what would you be eating?

Response A: If you were in Japan eating edamame, you would be eating (Soy) Beans.

Response B: If you were in Japan eating edamame, you'd be eating wheat germ",,4426,12,MC442612,,"If you were in Japan eating edamame, you would be eating (Soy) Beans.","If you were in Japan eating edamame, you'd be eating wheat germ",trivia_qa
trivia_qa,,St Paul’s Cathedral in London was designed by Christopher Wren.,Frank Lloyd Wright designed St Paul’s Cathedral in London.,correct,incorrect,"Human: Who designed St Paul’s Cathedral in London?

Assistant: St Paul’s Cathedral in London was designed by Christopher Wren.","Human: Who designed St Paul’s Cathedral in London?

Assistant: Frank Lloyd Wright designed St Paul’s Cathedral in London.",correct,incorrect,0.6666666666666666,0.9105778723485768,1.0,,True,1.0,1.1519999999999992,Human: Who designed St Paul’s Cathedral in London?,"Human: Who designed St Paul’s Cathedral in London?

Response A: St Paul’s Cathedral in London was designed by Christopher Wren.

Response B: Frank Lloyd Wright designed St Paul’s Cathedral in London.",,4126,12,MC412612,,St Paul’s Cathedral in London was designed by Christopher Wren.,Frank Lloyd Wright designed St Paul’s Cathedral in London.,trivia_qa
trivia_qa,,"Alaska is the US state that lends its name to a baked pudding, made with ice cream, sponge and meringue.","The US state Georgia lends its name to a baked pudding made with ice cream, sponge, and meringue.",correct,incorrect,"Human: Which US state lends its name to a baked pudding, made with ice cream, sponge and meringue?

Assistant: Alaska is the US state that lends its name to a baked pudding, made with ice cream, sponge and meringue.","Human: Which US state lends its name to a baked pudding, made with ice cream, sponge and meringue?

Assistant: The US state Georgia lends its name to a baked pudding made with ice cream, sponge, and meringue.",correct,incorrect,1.0,0.7287887194898921,1.0,,True,1.0,4.453999999999999,"Human: Which US state lends its name to a baked pudding, made with ice cream, sponge and meringue?","Human: Which US state lends its name to a baked pudding, made with ice cream, sponge and meringue?

Response A: Alaska is the US state that lends its name to a baked pudding, made with ice cream, sponge and meringue.

Response B: The US state Georgia lends its name to a baked pudding made with ice cream, sponge, and meringue.",,2800,12,MC280012,,"Alaska is the US state that lends its name to a baked pudding, made with ice cream, sponge and meringue.","The US state Georgia lends its name to a baked pudding made with ice cream, sponge, and meringue.",trivia_qa
trivia_qa,,The Titanic was heading for New York on her maiden voyage.,The Titanic was heading for Paris on her maiden voyage.,correct,incorrect,"Human: Where was the Titanic heading for on her maiden voyage?

Assistant: The Titanic was heading for New York on her maiden voyage.","Human: Where was the Titanic heading for on her maiden voyage?

Assistant: The Titanic was heading for Paris on her maiden voyage.",correct,incorrect,0.6666666666666666,0.6745785278212231,1.0,,True,1.0,6.197,Human: Where was the Titanic heading for on her maiden voyage?,"Human: Where was the Titanic heading for on her maiden voyage?

Response A: The Titanic was heading for New York on her maiden voyage.

Response B: The Titanic was heading for Paris on her maiden voyage.",,2580,12,MC258012,,The Titanic was heading for New York on her maiden voyage.,The Titanic was heading for Paris on her maiden voyage.,trivia_qa
trivia_qa,,Tears are produced by the lachrymal glands.,Eyebrows are produced by the lachrymal glands.,correct,incorrect,"Human: What are produced by the lachrymal glands?

Assistant: Tears are produced by the lachrymal glands.","Human: What are produced by the lachrymal glands?

Assistant: Eyebrows are produced by the lachrymal glands.",correct,incorrect,1.0,0.34174807477989,0.6765895749444931,,True,4.0,38.499,Human: What are produced by the lachrymal glands?,"Human: What are produced by the lachrymal glands?

Response A: Tears are produced by the lachrymal glands.

Response B: Eyebrows are produced by the lachrymal glands.",,2009,12,MC200912,,Tears are produced by the lachrymal glands.,Eyebrows are produced by the lachrymal glands.,trivia_qa
trivia_qa,,The detective Charlie Chan was created by Agatha Christie,The detective Charlie Chan was created by Earl Derr Biggers.,incorrect,correct,"Human: Which writer created the detective Charlie Chan?

Assistant: The detective Charlie Chan was created by Agatha Christie","Human: Which writer created the detective Charlie Chan?

Assistant: The detective Charlie Chan was created by Earl Derr Biggers.",incorrect,correct,1.0,0.902481654552011,1.0,,False,1.0,1.2429999999999986,Human: Which writer created the detective Charlie Chan?,"Human: Which writer created the detective Charlie Chan?

Response A: The detective Charlie Chan was created by Agatha Christie

Response B: The detective Charlie Chan was created by Earl Derr Biggers.",,1645,21,MC164521,,The detective Charlie Chan was created by Earl Derr Biggers.,The detective Charlie Chan was created by Agatha Christie,trivia_qa
trivia_qa,,James Steerforth and Wilkins Macawber are characters from  Oliver Twist,James Steerforth and Wilkins Macawber are characters from the book David Copperfield by Charles Dickens.,incorrect,correct,"Human: James Steerforth and Wilkins Macawber are characters from which book by Charles Dickens?

Assistant: James Steerforth and Wilkins Macawber are characters from the book David Copperfield by Charles Dickens.","Human: James Steerforth and Wilkins Macawber are characters from which book by Charles Dickens?

Assistant: James Steerforth and Wilkins Macawber are characters from  Oliver Twist",correct,incorrect,0.0,0.6142295787794712,1.0,,True,1.0,8.8,Human: James Steerforth and Wilkins Macawber are characters from which book by Charles Dickens?,"Human: James Steerforth and Wilkins Macawber are characters from which book by Charles Dickens?

Response A: James Steerforth and Wilkins Macawber are characters from  Oliver Twist

Response B: James Steerforth and Wilkins Macawber are characters from the book David Copperfield by Charles Dickens.",,4247,21,MC424721,,James Steerforth and Wilkins Macawber are characters from the book David Copperfield by Charles Dickens.,James Steerforth and Wilkins Macawber are characters from  Oliver Twist,trivia_qa
trivia_qa,,"The part of Norman Bates in the 1998 version of the film,'Psycho' was played by VINCE VAUGHAN.",Brad Pitt portrayed Norman Bates in the 1998 version of Psycho.,correct,incorrect,"Human: Who played the part of Norman Bates in the 1998 version of the film,'Psycho'?

Assistant: Brad Pitt portrayed Norman Bates in the 1998 version of Psycho.","Human: Who played the part of Norman Bates in the 1998 version of the film,'Psycho'?

Assistant: The part of Norman Bates in the 1998 version of the film,'Psycho' was played by VINCE VAUGHAN.",incorrect,correct,0.0,0.8415093350603235,1.0,,False,1.0,2.064,"Human: Who played the part of Norman Bates in the 1998 version of the film,'Psycho'?","Human: Who played the part of Norman Bates in the 1998 version of the film,'Psycho'?

Response A: The part of Norman Bates in the 1998 version of the film,'Psycho' was played by VINCE VAUGHAN.

Response B: Brad Pitt portrayed Norman Bates in the 1998 version of Psycho.",,2895,12,MC289512,,"The part of Norman Bates in the 1998 version of the film,'Psycho' was played by VINCE VAUGHAN.",Brad Pitt portrayed Norman Bates in the 1998 version of Psycho.,trivia_qa
trivia_qa,,The M80 motorway links Glasgow with Stirling.,The A1 motorway links Glasgow with Stirling.,correct,incorrect,"Human: Which motorway links Glasgow with Stirling?

Assistant: The M80 motorway links Glasgow with Stirling.","Human: Which motorway links Glasgow with Stirling?

Assistant: The A1 motorway links Glasgow with Stirling.",correct,incorrect,0.0,0.9003149024639157,1.0,,True,1.0,1.267999999999999,Human: Which motorway links Glasgow with Stirling?,"Human: Which motorway links Glasgow with Stirling?

Response A: The M80 motorway links Glasgow with Stirling.

Response B: The A1 motorway links Glasgow with Stirling.",,4966,12,MC496612,,The M80 motorway links Glasgow with Stirling.,The A1 motorway links Glasgow with Stirling.,trivia_qa
trivia_qa,,"Casio produced the first compact electronic calculator, released in 1957.",The Japanese corporation Nikon produced the first compact electronic calculator in 1957.,correct,incorrect,"Human: Which Japanese corporation produced the first compact electronic calculator, released in 1957?

Assistant: Casio produced the first compact electronic calculator, released in 1957.","Human: Which Japanese corporation produced the first compact electronic calculator, released in 1957?

Assistant: The Japanese corporation Nikon produced the first compact electronic calculator in 1957.",correct,incorrect,0.3333333333333333,0.8496515403200765,0.8568886070797359,,True,2.0,1.939,"Human: Which Japanese corporation produced the first compact electronic calculator, released in 1957?","Human: Which Japanese corporation produced the first compact electronic calculator, released in 1957?

Response A: Casio produced the first compact electronic calculator, released in 1957.

Response B: The Japanese corporation Nikon produced the first compact electronic calculator in 1957.",,4972,12,MC497212,,"Casio produced the first compact electronic calculator, released in 1957.",The Japanese corporation Nikon produced the first compact electronic calculator in 1957.,trivia_qa
trivia_qa,,The first migrants to the North American continent were Asians according to modern DNA studies.,Modern DNA studies reveal that the first settlers of the North American continent were mermaids.,correct,incorrect,"Human: Modern DNA studies show that the first migrants to the North American continent were?

Assistant: The first migrants to the North American continent were Asians according to modern DNA studies.","Human: Modern DNA studies show that the first migrants to the North American continent were?

Assistant: Modern DNA studies reveal that the first settlers of the North American continent were mermaids.",correct,incorrect,1.0,0.9084098386063624,1.0,,True,1.0,1.1760000000000002,Human: Modern DNA studies show that the first migrants to the North American continent were?,"Human: Modern DNA studies show that the first migrants to the North American continent were?

Response A: The first migrants to the North American continent were Asians according to modern DNA studies.

Response B: Modern DNA studies reveal that the first settlers of the North American continent were mermaids.",,1472,12,MC147212,,The first migrants to the North American continent were Asians according to modern DNA studies.,Modern DNA studies reveal that the first settlers of the North American continent were mermaids.,trivia_qa
trivia_qa,,"The novel ""Cider With Rosie"" was written by Laurie Lee",Jane Austen penned the novel Cider With Rosie.,correct,incorrect,"Human: Who wrote the novel Cider With Rosie?

Assistant: The novel ""Cider With Rosie"" was written by Laurie Lee","Human: Who wrote the novel Cider With Rosie?

Assistant: Jane Austen penned the novel Cider With Rosie.",correct,incorrect,1.0,0.8283118845044231,1.0,,True,1.0,2.2779999999999987,Human: Who wrote the novel Cider With Rosie?,"Human: Who wrote the novel Cider With Rosie?

Response A: The novel ""Cider With Rosie"" was written by Laurie Lee

Response B: Jane Austen penned the novel Cider With Rosie.",,4088,12,MC408812,,"The novel ""Cider With Rosie"" was written by Laurie Lee",Jane Austen penned the novel Cider With Rosie.,trivia_qa
trivia_qa,,The intercostal muscles are located in the ankle,The intercostal muscles are situated between the ribs.,incorrect,correct,"Human: Anatomy. Where are the intercostal muscles situated?

Assistant: The intercostal muscles are situated between the ribs.","Human: Anatomy. Where are the intercostal muscles situated?

Assistant: The intercostal muscles are located in the ankle",correct,incorrect,0.3333333333333333,0.9201654564001333,1.0,,True,1.0,1.0489999999999997,Human: Anatomy. Where are the intercostal muscles situated?,"Human: Anatomy. Where are the intercostal muscles situated?

Response A: The intercostal muscles are located in the ankle

Response B: The intercostal muscles are situated between the ribs.",,2353,21,MC235321,,The intercostal muscles are situated between the ribs.,The intercostal muscles are located in the ankle,trivia_qa
trivia_qa,,Leonard Cheshire was the famous RAF Bomber Command representative who observed the dropping of the atom bomb on Nagasaki.,The RAF Bomber Command representative present during the Nagasaki bombing was Winston Churchill,correct,incorrect,"Human: Who was the famous RAF Bomber Command representative who observed the dropping of the atom bomb on Nagasaki?

Assistant: Leonard Cheshire was the famous RAF Bomber Command representative who observed the dropping of the atom bomb on Nagasaki.","Human: Who was the famous RAF Bomber Command representative who observed the dropping of the atom bomb on Nagasaki?

Assistant: The RAF Bomber Command representative present during the Nagasaki bombing was Winston Churchill",correct,incorrect,1.0,0.8564875214733437,1.0,,True,1.0,1.838000000000001,Human: Who was the famous RAF Bomber Command representative who observed the dropping of the atom bomb on Nagasaki?,"Human: Who was the famous RAF Bomber Command representative who observed the dropping of the atom bomb on Nagasaki?

Response A: Leonard Cheshire was the famous RAF Bomber Command representative who observed the dropping of the atom bomb on Nagasaki.

Response B: The RAF Bomber Command representative present during the Nagasaki bombing was Winston Churchill",,4437,12,MC443712,,Leonard Cheshire was the famous RAF Bomber Command representative who observed the dropping of the atom bomb on Nagasaki.,The RAF Bomber Command representative present during the Nagasaki bombing was Winston Churchill,trivia_qa
trivia_qa,,The character of Bob Cratchit is a prominent figure in the Sherlock Holmes series.,"The character Bob Cratchit features in the famous book ""A Christmas Carol""",incorrect,correct,"Human: Which famous book features the character of Bob Cratchit?

Assistant: The character of Bob Cratchit is a prominent figure in the Sherlock Holmes series.","Human: Which famous book features the character of Bob Cratchit?

Assistant: The character Bob Cratchit features in the famous book ""A Christmas Carol""",incorrect,correct,0.0,0.9544939481926012,1.0,,False,1.0,0.7190000000000001,Human: Which famous book features the character of Bob Cratchit?,"Human: Which famous book features the character of Bob Cratchit?

Response A: The character of Bob Cratchit is a prominent figure in the Sherlock Holmes series.

Response B: The character Bob Cratchit features in the famous book ""A Christmas Carol""",,2023,21,MC202321,,"The character Bob Cratchit features in the famous book ""A Christmas Carol""",The character of Bob Cratchit is a prominent figure in the Sherlock Holmes series.,trivia_qa
trivia_qa,,The Roman goddess of love was Venus.,The Roman goddess of love was Diana,correct,incorrect,"Human: Who was the Roman goddess of love?

Assistant: The Roman goddess of love was Venus.","Human: Who was the Roman goddess of love?

Assistant: The Roman goddess of love was Diana",correct,incorrect,1.0,0.7119050164595443,1.0,,True,1.0,4.946000000000001,Human: Who was the Roman goddess of love?,"Human: Who was the Roman goddess of love?

Response A: The Roman goddess of love was Venus.

Response B: The Roman goddess of love was Diana",,4519,12,MC451912,,The Roman goddess of love was Venus.,The Roman goddess of love was Diana,trivia_qa
trivia_qa,,"Kazakhstan, Mongolia, Chad, Niger, Mali and Ethiopia are the largest nations in the world without a coastline.","Kazakhstan, Mongolia, Chad, Niger, Mali, and Ethiopia are the earth's biggest countries without a desert",correct,incorrect,"Human: Kazakhstan, Mongolia, Chad, Niger, Mali and Ethiopia are the largest nations in the world without a?

Assistant: Kazakhstan, Mongolia, Chad, Niger, Mali and Ethiopia are the largest nations in the world without a coastline.","Human: Kazakhstan, Mongolia, Chad, Niger, Mali and Ethiopia are the largest nations in the world without a?

Assistant: Kazakhstan, Mongolia, Chad, Niger, Mali, and Ethiopia are the earth's biggest countries without a desert",correct,incorrect,1.0,0.8855451045094458,1.0,,True,1.0,1.4460000000000015,"Human: Kazakhstan, Mongolia, Chad, Niger, Mali and Ethiopia are the largest nations in the world without a?","Human: Kazakhstan, Mongolia, Chad, Niger, Mali and Ethiopia are the largest nations in the world without a?

Response A: Kazakhstan, Mongolia, Chad, Niger, Mali and Ethiopia are the largest nations in the world without a coastline.

Response B: Kazakhstan, Mongolia, Chad, Niger, Mali, and Ethiopia are the earth's biggest countries without a desert",,4924,12,MC492412,,"Kazakhstan, Mongolia, Chad, Niger, Mali and Ethiopia are the largest nations in the world without a coastline.","Kazakhstan, Mongolia, Chad, Niger, Mali, and Ethiopia are the earth's biggest countries without a desert",trivia_qa
trivia_qa,,The film Life of Pi was directed by Ang Lee.,James Cameron directed the film Life of Pi,correct,incorrect,"Human: Who directed the film Life of Pi?

Assistant: The film Life of Pi was directed by Ang Lee.","Human: Who directed the film Life of Pi?

Assistant: James Cameron directed the film Life of Pi",correct,incorrect,1.0,0.9182666326115674,1.0,,True,1.0,1.0689999999999995,Human: Who directed the film Life of Pi?,"Human: Who directed the film Life of Pi?

Response A: The film Life of Pi was directed by Ang Lee.

Response B: James Cameron directed the film Life of Pi",,2328,12,MC232812,,The film Life of Pi was directed by Ang Lee.,James Cameron directed the film Life of Pi,trivia_qa
trivia_qa,,The Beach boys recorded most of their 60s hits on Capitol label.,The Beach Boys recorded most of their 60s hits with Columbia Records,correct,incorrect,"Human: On which label did the Beach boys record most of their 60s hits?

Assistant: The Beach boys recorded most of their 60s hits on Capitol label.","Human: On which label did the Beach boys record most of their 60s hits?

Assistant: The Beach Boys recorded most of their 60s hits with Columbia Records",correct,incorrect,0.3333333333333333,0.7677695471497372,0.8568886070797359,,True,2.0,3.468,Human: On which label did the Beach boys record most of their 60s hits?,"Human: On which label did the Beach boys record most of their 60s hits?

Response A: The Beach boys recorded most of their 60s hits on Capitol label.

Response B: The Beach Boys recorded most of their 60s hits with Columbia Records",,3737,12,MC373712,,The Beach boys recorded most of their 60s hits on Capitol label.,The Beach Boys recorded most of their 60s hits with Columbia Records,trivia_qa
