source,difficulty,choice1,choice2,choice1_type,choice2_type,chosen,rejected,chosen_type,rejected_type,confidence_scores,decision_time,number_of_clicks,scratch_space,correct_chosen,raw_number_of_clicks,raw_decision_time,prompt,prompt_response_group,other_info,IDs,tags,tag_IDs,categories,correct_statements,incorrect_statements,ordering
color,,red,brown,correct,incorrect,"Human: What is the color most closely matching this RGB representation: rgb(137, 82, 113) ?

Assistant: brown","Human: What is the color most closely matching this RGB representation: rgb(137, 82, 113) ?

Assistant: red",incorrect,correct,1.0,0.3017802949638334,0.61223806496151,,False,5.0,37.869,"Human: What is the color most closely matching this RGB representation: rgb(137, 82, 113) ?","Human: What is the color most closely matching this RGB representation: rgb(137, 82, 113) ?

Response A: red

Response B: brown",,3873,12,MC387312,,red,brown,1
crash_blossom,,verb,noun,incorrect,correct,"Human: Identify the part of speech (verb, adjective, noun, or preposition) of the specified word in the following headline.

In the following sentence, what part of speech is waves? Sentence: Giant waves down the Colaba Causeway

Assistant: noun","Human: Identify the part of speech (verb, adjective, noun, or preposition) of the specified word in the following headline.

In the following sentence, what part of speech is waves? Sentence: Giant waves down the Colaba Causeway

Assistant: verb",correct,incorrect,1.0,0.839261903515711,1.0,,True,1.0,1.945999999999998,"Human: Identify the part of speech (verb, adjective, noun, or preposition) of the specified word in the following headline.

In the following sentence, what part of speech is waves? Sentence: Giant waves down the Colaba Causeway","Human: Identify the part of speech (verb, adjective, noun, or preposition) of the specified word in the following headline.

In the following sentence, what part of speech is waves? Sentence: Giant waves down the Colaba Causeway

Response A: verb

Response B: noun",,3021,21,MC302121,,noun,verb,1
causal_judgment,,No,Yes,incorrect,correct,"Human: In a particular building there are two businesses, a travel agency and a graphic design studio. The building's climate control system is a new design that saves energy by keeping track of the number of people in the building, and only turning on when enough people have entered the building. The climate control system will only turn on when the people who work at the travel agency and the people who work in the design studio arrive for work. Neither office has enough employees to turn on the climate control system on their own. The travel agency employees almost always arrive at 8:45 am, but the design studio employees almost always arrive at 10 am. Today, the travel agency employees arrived at 8:45 am. Unexpectedly, the design studio employees also arrived at 8:45 am to meet a deadline. So, today, the climate control system turned on at 8:45 am. Did the design studio agents cause the climate control system to turn on at 8:45 am?

Assistant: Yes","Human: In a particular building there are two businesses, a travel agency and a graphic design studio. The building's climate control system is a new design that saves energy by keeping track of the number of people in the building, and only turning on when enough people have entered the building. The climate control system will only turn on when the people who work at the travel agency and the people who work in the design studio arrive for work. Neither office has enough employees to turn on the climate control system on their own. The travel agency employees almost always arrive at 8:45 am, but the design studio employees almost always arrive at 10 am. Today, the travel agency employees arrived at 8:45 am. Unexpectedly, the design studio employees also arrived at 8:45 am to meet a deadline. So, today, the climate control system turned on at 8:45 am. Did the design studio agents cause the climate control system to turn on at 8:45 am?

Assistant: No",correct,incorrect,1.0,0.864572109478295,1.0,,True,1.0,1.6089999999999949,"Human: In a particular building there are two businesses, a travel agency and a graphic design studio. The building's climate control system is a new design that saves energy by keeping track of the number of people in the building, and only turning on when enough people have entered the building. The climate control system will only turn on when the people who work at the travel agency and the people who work in the design studio arrive for work. Neither office has enough employees to turn on the climate control system on their own. The travel agency employees almost always arrive at 8:45 am, but the design studio employees almost always arrive at 10 am. Today, the travel agency employees arrived at 8:45 am. Unexpectedly, the design studio employees also arrived at 8:45 am to meet a deadline. So, today, the climate control system turned on at 8:45 am. Did the design studio agents cause the climate control system to turn on at 8:45 am?","Human: In a particular building there are two businesses, a travel agency and a graphic design studio. The building's climate control system is a new design that saves energy by keeping track of the number of people in the building, and only turning on when enough people have entered the building. The climate control system will only turn on when the people who work at the travel agency and the people who work in the design studio arrive for work. Neither office has enough employees to turn on the climate control system on their own. The travel agency employees almost always arrive at 8:45 am, but the design studio employees almost always arrive at 10 am. Today, the travel agency employees arrived at 8:45 am. Unexpectedly, the design studio employees also arrived at 8:45 am to meet a deadline. So, today, the climate control system turned on at 8:45 am. Did the design studio agents cause the climate control system to turn on at 8:45 am?

Response A: No

Response B: Yes",,3823,21,MC382321,,Yes,No,1
trivia_qa,,The 50p coin was introduced into circulation in Britain in 1976.,The 50p coin was introduced into circulation in Britain in 1969.,incorrect,correct,"Human: In which year was the 50p coin introduced into circulation in Britain?

Assistant: The 50p coin was introduced into circulation in Britain in 1969.","Human: In which year was the 50p coin introduced into circulation in Britain?

Assistant: The 50p coin was introduced into circulation in Britain in 1976.",correct,incorrect,1.0,0.563041155788019,0.755349457881774,,True,3.0,10.092,Human: In which year was the 50p coin introduced into circulation in Britain?,"Human: In which year was the 50p coin introduced into circulation in Britain?

Response A: The 50p coin was introduced into circulation in Britain in 1976.

Response B: The 50p coin was introduced into circulation in Britain in 1969.",,3720,21,MC372021,,The 50p coin was introduced into circulation in Britain in 1969.,The 50p coin was introduced into circulation in Britain in 1976.,1
general_knowledge,,30,366,incorrect,correct,"Human: How many days are in a leap year?

Assistant: 366","Human: How many days are in a leap year?

Assistant: 30",correct,incorrect,1.0,0.7602784741493749,0.6765895749444931,,True,4.0,3.3039999999999985,Human: How many days are in a leap year?,"Human: How many days are in a leap year?

Response A: 30

Response B: 366",,3772,21,MC377221,,366,30,1
QuAIL,,Beauty Best Friend,Lavera Sensitive Shampoo,incorrect,correct,"Human: Consider the following passage:

Regular readers of Beauty Best Friend blog will know that I suffer from an extremely sensitive scalp which can be really itchy, and I have to be very careful what shampoo I use. I know that I’m sensitive to shampoos containing sodium laureth sulfate (also known as SLS, it’s the ingredient that makes shampoos, shower gels and soaps lather) but I’m also sensitive to some other ingredients in shampoos too – mainly fragrances.
I had previously been using Rainforest Balance Shampoo and Conditioner from The Body Shop®, but I found the conditioner a bit too rich and my hair didn’t always feel totally clean after using it. So I started doing a bit of research into recommended natural shampoos – and this Sensitive Shampoo from Lavera kept coming up again and again! Several of the reviews I read said that this was the best shampoo for sensitive scalps and that it left hair feeling really clean and soft, so I decided to try it.
The shampoo is a translucent peach-coloured gel that contains organic witch hazel and organic almond milk. It has quite a strong scent, but it’s a nice one so it doesn’t put me off. The shampoo feels creamy when you rub it together in your hands, but I did need quite a lot of it to get a good lather on my first application – the second application lathers a lot more easily.
I definitely agree that this makes hair feel a lot cleaner than a lot of the other SLS-free shampoos that I’ve tried, my hair feels clean and full and soft when I’ve used it – the same way it would do if I were using a regular shampoo. I think it also helps my hair to dry more quickly and makes it easier to straighten too. But where this shampoo is outstanding is the way it makes my scalp feel – my scalp feels soothed and calm and there’s no hint of itching. I’ve been using Lavera Sensitive Shampoo for over a year now and I wouldn’t change it for the world, it’s definitely one of the best shampoos for a sensitive itchy scalp.

What shampoo did the author switch to?

Assistant: Lavera Sensitive Shampoo","Human: Consider the following passage:

Regular readers of Beauty Best Friend blog will know that I suffer from an extremely sensitive scalp which can be really itchy, and I have to be very careful what shampoo I use. I know that I’m sensitive to shampoos containing sodium laureth sulfate (also known as SLS, it’s the ingredient that makes shampoos, shower gels and soaps lather) but I’m also sensitive to some other ingredients in shampoos too – mainly fragrances.
I had previously been using Rainforest Balance Shampoo and Conditioner from The Body Shop®, but I found the conditioner a bit too rich and my hair didn’t always feel totally clean after using it. So I started doing a bit of research into recommended natural shampoos – and this Sensitive Shampoo from Lavera kept coming up again and again! Several of the reviews I read said that this was the best shampoo for sensitive scalps and that it left hair feeling really clean and soft, so I decided to try it.
The shampoo is a translucent peach-coloured gel that contains organic witch hazel and organic almond milk. It has quite a strong scent, but it’s a nice one so it doesn’t put me off. The shampoo feels creamy when you rub it together in your hands, but I did need quite a lot of it to get a good lather on my first application – the second application lathers a lot more easily.
I definitely agree that this makes hair feel a lot cleaner than a lot of the other SLS-free shampoos that I’ve tried, my hair feels clean and full and soft when I’ve used it – the same way it would do if I were using a regular shampoo. I think it also helps my hair to dry more quickly and makes it easier to straighten too. But where this shampoo is outstanding is the way it makes my scalp feel – my scalp feels soothed and calm and there’s no hint of itching. I’ve been using Lavera Sensitive Shampoo for over a year now and I wouldn’t change it for the world, it’s definitely one of the best shampoos for a sensitive itchy scalp.

What shampoo did the author switch to?

Assistant: Beauty Best Friend",correct,incorrect,1.0,0.9461153972136034,1.0,,True,1.0,0.7639999999999993,"Human: Consider the following passage:

Regular readers of Beauty Best Friend blog will know that I suffer from an extremely sensitive scalp which can be really itchy, and I have to be very careful what shampoo I use. I know that I’m sensitive to shampoos containing sodium laureth sulfate (also known as SLS, it’s the ingredient that makes shampoos, shower gels and soaps lather) but I’m also sensitive to some other ingredients in shampoos too – mainly fragrances.
I had previously been using Rainforest Balance Shampoo and Conditioner from The Body Shop®, but I found the conditioner a bit too rich and my hair didn’t always feel totally clean after using it. So I started doing a bit of research into recommended natural shampoos – and this Sensitive Shampoo from Lavera kept coming up again and again! Several of the reviews I read said that this was the best shampoo for sensitive scalps and that it left hair feeling really clean and soft, so I decided to try it.
The shampoo is a translucent peach-coloured gel that contains organic witch hazel and organic almond milk. It has quite a strong scent, but it’s a nice one so it doesn’t put me off. The shampoo feels creamy when you rub it together in your hands, but I did need quite a lot of it to get a good lather on my first application – the second application lathers a lot more easily.
I definitely agree that this makes hair feel a lot cleaner than a lot of the other SLS-free shampoos that I’ve tried, my hair feels clean and full and soft when I’ve used it – the same way it would do if I were using a regular shampoo. I think it also helps my hair to dry more quickly and makes it easier to straighten too. But where this shampoo is outstanding is the way it makes my scalp feel – my scalp feels soothed and calm and there’s no hint of itching. I’ve been using Lavera Sensitive Shampoo for over a year now and I wouldn’t change it for the world, it’s definitely one of the best shampoos for a sensitive itchy scalp.

What shampoo did the author switch to?","Human: Consider the following passage:

Regular readers of Beauty Best Friend blog will know that I suffer from an extremely sensitive scalp which can be really itchy, and I have to be very careful what shampoo I use. I know that I’m sensitive to shampoos containing sodium laureth sulfate (also known as SLS, it’s the ingredient that makes shampoos, shower gels and soaps lather) but I’m also sensitive to some other ingredients in shampoos too – mainly fragrances.
I had previously been using Rainforest Balance Shampoo and Conditioner from The Body Shop®, but I found the conditioner a bit too rich and my hair didn’t always feel totally clean after using it. So I started doing a bit of research into recommended natural shampoos – and this Sensitive Shampoo from Lavera kept coming up again and again! Several of the reviews I read said that this was the best shampoo for sensitive scalps and that it left hair feeling really clean and soft, so I decided to try it.
The shampoo is a translucent peach-coloured gel that contains organic witch hazel and organic almond milk. It has quite a strong scent, but it’s a nice one so it doesn’t put me off. The shampoo feels creamy when you rub it together in your hands, but I did need quite a lot of it to get a good lather on my first application – the second application lathers a lot more easily.
I definitely agree that this makes hair feel a lot cleaner than a lot of the other SLS-free shampoos that I’ve tried, my hair feels clean and full and soft when I’ve used it – the same way it would do if I were using a regular shampoo. I think it also helps my hair to dry more quickly and makes it easier to straighten too. But where this shampoo is outstanding is the way it makes my scalp feel – my scalp feels soothed and calm and there’s no hint of itching. I’ve been using Lavera Sensitive Shampoo for over a year now and I wouldn’t change it for the world, it’s definitely one of the best shampoos for a sensitive itchy scalp.

What shampoo did the author switch to?

Response A: Beauty Best Friend

Response B: Lavera Sensitive Shampoo",,3957,21,MC395721,,Lavera Sensitive Shampoo,Beauty Best Friend,1
identify_odd_metaphor,,He loved her more than words could say.,He is known for his many rapid conquests of women.,correct,incorrect,"Human: Which of the following sentences relating to love does not use metaphorical language that could also be applied to war?

Assistant: He loved her more than words could say.","Human: Which of the following sentences relating to love does not use metaphorical language that could also be applied to war?

Assistant: He is known for his many rapid conquests of women.",correct,incorrect,1.0,0.8858238149226056,1.0,,True,1.0,1.356,Human: Which of the following sentences relating to love does not use metaphorical language that could also be applied to war?,"Human: Which of the following sentences relating to love does not use metaphorical language that could also be applied to war?

Response A: He loved her more than words could say.

Response B: He is known for his many rapid conquests of women.",,2631,12,MC263112,,He loved her more than words could say.,He is known for his many rapid conquests of women.,1
mathematical_induction,,Yes,No,correct,incorrect,"Human: 3 is an odd integer. k + 2 is odd for any odd k. Therefore, 11 is odd. Is this a correct induction argument (even though some of the assumptions may be incorrect)?

Assistant: Yes","Human: 3 is an odd integer. k + 2 is odd for any odd k. Therefore, 11 is odd. Is this a correct induction argument (even though some of the assumptions may be incorrect)?

Assistant: No",correct,incorrect,0.0,0.2075625406448275,1.0,,True,1.0,60.094,"Human: 3 is an odd integer. k + 2 is odd for any odd k. Therefore, 11 is odd. Is this a correct induction argument (even though some of the assumptions may be incorrect)?","Human: 3 is an odd integer. k + 2 is odd for any odd k. Therefore, 11 is odd. Is this a correct induction argument (even though some of the assumptions may be incorrect)?

Response A: Yes

Response B: No",,1463,12,MC146312,,Yes,No,1
vitaminc_fact_verification,,True,False,correct,incorrect,"Human: Based only on the information contained in a brief quote from Wikipedia, answer whether the related claim is True, False or Neither. Use Neither when the Wikipedia quote does not provide the necessary information to resolve the question.


Passage: Beautiful Trauma World Tour: The tour began in Phoenix on March 1 , 2018 , and is scheduled to end on November 2 , 2019 , in Austin , consisting of 158 shows.
Claim: The Beautiful Trauma World Tour consists of less than 160 shows .
True, False, or Neither?

Assistant: True","Human: Based only on the information contained in a brief quote from Wikipedia, answer whether the related claim is True, False or Neither. Use Neither when the Wikipedia quote does not provide the necessary information to resolve the question.


Passage: Beautiful Trauma World Tour: The tour began in Phoenix on March 1 , 2018 , and is scheduled to end on November 2 , 2019 , in Austin , consisting of 158 shows.
Claim: The Beautiful Trauma World Tour consists of less than 160 shows .
True, False, or Neither?

Assistant: False",correct,incorrect,1.0,0.8494802115029569,1.0,,True,1.0,1.805,"Human: Based only on the information contained in a brief quote from Wikipedia, answer whether the related claim is True, False or Neither. Use Neither when the Wikipedia quote does not provide the necessary information to resolve the question.


Passage: Beautiful Trauma World Tour: The tour began in Phoenix on March 1 , 2018 , and is scheduled to end on November 2 , 2019 , in Austin , consisting of 158 shows.
Claim: The Beautiful Trauma World Tour consists of less than 160 shows .
True, False, or Neither?","Human: Based only on the information contained in a brief quote from Wikipedia, answer whether the related claim is True, False or Neither. Use Neither when the Wikipedia quote does not provide the necessary information to resolve the question.


Passage: Beautiful Trauma World Tour: The tour began in Phoenix on March 1 , 2018 , and is scheduled to end on November 2 , 2019 , in Austin , consisting of 158 shows.
Claim: The Beautiful Trauma World Tour consists of less than 160 shows .
True, False, or Neither?

Response A: True

Response B: False",,2841,12,MC284112,,True,False,1
professional_psychology,,are highly intercorrelated with each other and moderately correlated with the criterion,are uncorrelated with each other but are moderately correlated with the criterion,incorrect,correct,"Human: In the construction of a multiple regression equation for purposes of prediction, the optimal combination of measures is one in which the predictors

Assistant: are highly intercorrelated with each other and moderately correlated with the criterion","Human: In the construction of a multiple regression equation for purposes of prediction, the optimal combination of measures is one in which the predictors

Assistant: are uncorrelated with each other but are moderately correlated with the criterion",incorrect,correct,0.0,0.4586358095808619,1.0,,False,1.0,17.308,"Human: In the construction of a multiple regression equation for purposes of prediction, the optimal combination of measures is one in which the predictors","Human: In the construction of a multiple regression equation for purposes of prediction, the optimal combination of measures is one in which the predictors

Response A: are highly intercorrelated with each other and moderately correlated with the criterion

Response B: are uncorrelated with each other but are moderately correlated with the criterion",,1154,21,MC115421,,are uncorrelated with each other but are moderately correlated with the criterion,are highly intercorrelated with each other and moderately correlated with the criterion,1
trivia_qa,,The city of Sunderland stands at the mouth of the River Wear.,The city of Sunderland stands at the mouth of River Ganges,correct,incorrect,"Human: The city of Sunderland stands at the mouth of which river?

Assistant: The city of Sunderland stands at the mouth of River Ganges","Human: The city of Sunderland stands at the mouth of which river?

Assistant: The city of Sunderland stands at the mouth of the River Wear.",incorrect,correct,0.3333333333333333,0.9454079381349274,1.0,,False,1.0,0.7700000000000005,Human: The city of Sunderland stands at the mouth of which river?,"Human: The city of Sunderland stands at the mouth of which river?

Response A: The city of Sunderland stands at the mouth of the River Wear.

Response B: The city of Sunderland stands at the mouth of River Ganges",,1443,12,MC144312,,The city of Sunderland stands at the mouth of the River Wear.,The city of Sunderland stands at the mouth of River Ganges,1
elementary_mathematics,,Multiply 30 and 5 to find 150 teams.,Divide 30 by 5 to find 6 teams.,incorrect,correct,"Human: A total of 30 players will play basketball at a park. There will be exactly 5 players on each team. Which statement correctly explains how to find the number of teams needed?

Assistant: Divide 30 by 5 to find 6 teams.","Human: A total of 30 players will play basketball at a park. There will be exactly 5 players on each team. Which statement correctly explains how to find the number of teams needed?

Assistant: Multiply 30 and 5 to find 150 teams.",correct,incorrect,1.0,0.9595302784210176,1.0,,True,1.0,0.6539999999999999,Human: A total of 30 players will play basketball at a park. There will be exactly 5 players on each team. Which statement correctly explains how to find the number of teams needed?,"Human: A total of 30 players will play basketball at a park. There will be exactly 5 players on each team. Which statement correctly explains how to find the number of teams needed?

Response A: Multiply 30 and 5 to find 150 teams.

Response B: Divide 30 by 5 to find 6 teams.",,2022,21,MC202221,,Divide 30 by 5 to find 6 teams.,Multiply 30 and 5 to find 150 teams.,1
contextual_parametric_knowledge_conflicts,,Noah Beery Jr.,Jill Hennessy,incorrect,correct,"Human: What is the answer to the question, assuming the context is true.


Question: who played rockford 's dad in the rockford files?
Context: The Rockford Files is an American television drama series starring James Garner that aired on the NBC network between September 13 , 1974 , and January 10 , 1980 , and has remained in syndication to the present day . Garner portrays Los Angeles - based private investigator Jim Rockford with Jill Hennessy , in the supporting role of his father , a retired truck driver nicknamed `` Rocky '' .
  

Assistant: Jill Hennessy","Human: What is the answer to the question, assuming the context is true.


Question: who played rockford 's dad in the rockford files?
Context: The Rockford Files is an American television drama series starring James Garner that aired on the NBC network between September 13 , 1974 , and January 10 , 1980 , and has remained in syndication to the present day . Garner portrays Los Angeles - based private investigator Jim Rockford with Jill Hennessy , in the supporting role of his father , a retired truck driver nicknamed `` Rocky '' .
  

Assistant: Noah Beery Jr.",correct,incorrect,1.0,0.3031408641434308,0.8568886070797359,,True,2.0,37.616,"Human: What is the answer to the question, assuming the context is true.


Question: who played rockford 's dad in the rockford files?
Context: The Rockford Files is an American television drama series starring James Garner that aired on the NBC network between September 13 , 1974 , and January 10 , 1980 , and has remained in syndication to the present day . Garner portrays Los Angeles - based private investigator Jim Rockford with Jill Hennessy , in the supporting role of his father , a retired truck driver nicknamed `` Rocky '' .","Human: What is the answer to the question, assuming the context is true.


Question: who played rockford 's dad in the rockford files?
Context: The Rockford Files is an American television drama series starring James Garner that aired on the NBC network between September 13 , 1974 , and January 10 , 1980 , and has remained in syndication to the present day . Garner portrays Los Angeles - based private investigator Jim Rockford with Jill Hennessy , in the supporting role of his father , a retired truck driver nicknamed `` Rocky '' .

Response A: Noah Beery Jr.

Response B: Jill Hennessy",,4377,21,MC437721,,Jill Hennessy,Noah Beery Jr.,1
trivia_qa,,The Beach boys recorded most of their 60s hits on Capitol label.,The Beach Boys recorded most of their 60s hits with Columbia Records,correct,incorrect,"Human: On which label did the Beach boys record most of their 60s hits?

Assistant: The Beach boys recorded most of their 60s hits on Capitol label.","Human: On which label did the Beach boys record most of their 60s hits?

Assistant: The Beach Boys recorded most of their 60s hits with Columbia Records",correct,incorrect,0.3333333333333333,0.7524871363355992,0.8568886070797359,,True,2.0,3.468,Human: On which label did the Beach boys record most of their 60s hits?,"Human: On which label did the Beach boys record most of their 60s hits?

Response A: The Beach boys recorded most of their 60s hits on Capitol label.

Response B: The Beach Boys recorded most of their 60s hits with Columbia Records",,3737,12,MC373712,,The Beach boys recorded most of their 60s hits on Capitol label.,The Beach Boys recorded most of their 60s hits with Columbia Records,1
temporal_sequences,,7pm to 8pm,1pm to 6pm,incorrect,correct,"Human: 
Today, Linda went to the coffee shop. Between what times could they have gone?

We know that: 
Linda woke up at 5am.
William saw Linda waiting at the train station from 5am to 8am.
Leslie saw Linda buying a phone at the electronics store from 8am to 1pm.
John saw Linda driving to the water park from 6pm to 7pm.
Steven saw Linda taking photos near the Leaning Tower of Pisa from 7pm to 8pm.
Anthony saw Linda buying a bike at the bike shop from 8pm to 10pm.
The coffee shop was closed after 10pm.

Between what times could Linda have gone to the coffee shop?


Assistant: 1pm to 6pm","Human: 
Today, Linda went to the coffee shop. Between what times could they have gone?

We know that: 
Linda woke up at 5am.
William saw Linda waiting at the train station from 5am to 8am.
Leslie saw Linda buying a phone at the electronics store from 8am to 1pm.
John saw Linda driving to the water park from 6pm to 7pm.
Steven saw Linda taking photos near the Leaning Tower of Pisa from 7pm to 8pm.
Anthony saw Linda buying a bike at the bike shop from 8pm to 10pm.
The coffee shop was closed after 10pm.

Between what times could Linda have gone to the coffee shop?


Assistant: 7pm to 8pm",correct,incorrect,1.0,0.7018591790337302,1.0,,True,1.0,4.696999999999996,"Human: Today, Linda went to the coffee shop. Between what times could they have gone?

We know that: 
Linda woke up at 5am.
William saw Linda waiting at the train station from 5am to 8am.
Leslie saw Linda buying a phone at the electronics store from 8am to 1pm.
John saw Linda driving to the water park from 6pm to 7pm.
Steven saw Linda taking photos near the Leaning Tower of Pisa from 7pm to 8pm.
Anthony saw Linda buying a bike at the bike shop from 8pm to 10pm.
The coffee shop was closed after 10pm.

Between what times could Linda have gone to the coffee shop?","Human: Today, Linda went to the coffee shop. Between what times could they have gone?

We know that: 
Linda woke up at 5am.
William saw Linda waiting at the train station from 5am to 8am.
Leslie saw Linda buying a phone at the electronics store from 8am to 1pm.
John saw Linda driving to the water park from 6pm to 7pm.
Steven saw Linda taking photos near the Leaning Tower of Pisa from 7pm to 8pm.
Anthony saw Linda buying a bike at the bike shop from 8pm to 10pm.
The coffee shop was closed after 10pm.

Between what times could Linda have gone to the coffee shop?

Response A: 7pm to 8pm

Response B: 1pm to 6pm",,2300,21,MC230021,,1pm to 6pm,7pm to 8pm,1
crass_ai,,That is not possible.,The student would have had a stomach ache.,correct,incorrect,"Human: A student counts numbers. What would have happened if the student had drunk numbers?

Assistant: That is not possible.","Human: A student counts numbers. What would have happened if the student had drunk numbers?

Assistant: The student would have had a stomach ache.",correct,incorrect,1.0,0.8718034215472124,0.8568886070797359,,True,2.0,1.5199999999999996,Human: A student counts numbers. What would have happened if the student had drunk numbers?,"Human: A student counts numbers. What would have happened if the student had drunk numbers?

Response A: That is not possible.

Response B: The student would have had a stomach ache.",,1363,12,MC136312,,That is not possible.,The student would have had a stomach ache.,1
us_foreign_policy,,It globalized containment.,All of the above,incorrect,correct,"Human: How did NSC-68 change U.S. strategy?

Assistant: It globalized containment.","Human: How did NSC-68 change U.S. strategy?

Assistant: All of the above",incorrect,correct,1.0,0.8814484651658346,1.0,,False,1.0,1.4060000000000006,Human: How did NSC-68 change U.S. strategy?,"Human: How did NSC-68 change U.S. strategy?

Response A: It globalized containment.

Response B: All of the above",,4470,21,MC447021,,All of the above,It globalized containment.,1
,,Decreased,Increased,correct,incorrect,"Human: Over the past three decades, has the global percentage of people living in extreme poverty increased or decreased?

Assistant: Increased","Human: Over the past three decades, has the global percentage of people living in extreme poverty increased or decreased?

Assistant: Decreased",incorrect,correct,1.0,0.8290495011006602,1.0,,False,1.0,2.0939999999999994,"Human: Over the past three decades, has the global percentage of people living in extreme poverty increased or decreased?","Human: Over the past three decades, has the global percentage of people living in extreme poverty increased or decreased?

Response A: Decreased

Response B: Increased","According to the World Bank, the global percentage of people living in extreme poverty (defined as living on less than $1.90 a day) has decreased dramatically over the past 30 years. In 1990, nearly 36% of the world's population was in extreme poverty, compared to about 9% in 2020.",5652,12,MC565212,Myside bias,Decreased,Increased,1
vitaminc_fact_verification,,Neither,True,incorrect,correct,"Human: Based only on the information contained in a brief quote from Wikipedia, answer whether the related claim is True, False or Neither. Use Neither when the Wikipedia quote does not provide the necessary information to resolve the question.


Passage: Gettysburg Address: The Gettysburg Address is a speech by U.S. President Abraham Lincoln , one of the best-known in American history .
Claim: The Gettysburg Address was delivered by U.S. President Abraham Lincoln .
True, False, or Neither?

Assistant: True","Human: Based only on the information contained in a brief quote from Wikipedia, answer whether the related claim is True, False or Neither. Use Neither when the Wikipedia quote does not provide the necessary information to resolve the question.


Passage: Gettysburg Address: The Gettysburg Address is a speech by U.S. President Abraham Lincoln , one of the best-known in American history .
Claim: The Gettysburg Address was delivered by U.S. President Abraham Lincoln .
True, False, or Neither?

Assistant: Neither",correct,incorrect,0.0,0.9600347496081204,1.0,,True,1.0,0.6500000000000004,"Human: Based only on the information contained in a brief quote from Wikipedia, answer whether the related claim is True, False or Neither. Use Neither when the Wikipedia quote does not provide the necessary information to resolve the question.


Passage: Gettysburg Address: The Gettysburg Address is a speech by U.S. President Abraham Lincoln , one of the best-known in American history .
Claim: The Gettysburg Address was delivered by U.S. President Abraham Lincoln .
True, False, or Neither?","Human: Based only on the information contained in a brief quote from Wikipedia, answer whether the related claim is True, False or Neither. Use Neither when the Wikipedia quote does not provide the necessary information to resolve the question.


Passage: Gettysburg Address: The Gettysburg Address is a speech by U.S. President Abraham Lincoln , one of the best-known in American history .
Claim: The Gettysburg Address was delivered by U.S. President Abraham Lincoln .
True, False, or Neither?

Response A: Neither

Response B: True",,1350,21,MC135021,,True,Neither,1
trivia_qa,,"The band The Rolling Stones recorded the song ""Where the Streets Have No Name""",The band that recorded the song 'Where the Streets Have No Name' is U2.,incorrect,correct,"Human: ""What band recorded the song """"Where the Streets Have No Name""""?""

Assistant: The band that recorded the song 'Where the Streets Have No Name' is U2.","Human: ""What band recorded the song """"Where the Streets Have No Name""""?""

Assistant: The band The Rolling Stones recorded the song ""Where the Streets Have No Name""",correct,incorrect,1.0,0.7536092925410486,0.8568886070797359,,True,2.0,3.443999999999999,"Human: ""What band recorded the song """"Where the Streets Have No Name""""?""","Human: ""What band recorded the song """"Where the Streets Have No Name""""?""

Response A: The band The Rolling Stones recorded the song ""Where the Streets Have No Name""

Response B: The band that recorded the song 'Where the Streets Have No Name' is U2.",,4251,21,MC425121,,The band that recorded the song 'Where the Streets Have No Name' is U2.,"The band The Rolling Stones recorded the song ""Where the Streets Have No Name""",1
computer_security,,Ransom Trojan,Trojan-Downloader,correct,incorrect,"Human: _____________ can modify data on your system – so that your system doesn’t run correctly or you can no longer access specific data, or it may even ask for ransom in order to give your access.

Assistant: Ransom Trojan","Human: _____________ can modify data on your system – so that your system doesn’t run correctly or you can no longer access specific data, or it may even ask for ransom in order to give your access.

Assistant: Trojan-Downloader",correct,incorrect,1.0,0.9108836865937726,1.0,,True,1.0,1.0889999999999986,"Human: _____________ can modify data on your system – so that your system doesn’t run correctly or you can no longer access specific data, or it may even ask for ransom in order to give your access.","Human: _____________ can modify data on your system – so that your system doesn’t run correctly or you can no longer access specific data, or it may even ask for ransom in order to give your access.

Response A: Ransom Trojan

Response B: Trojan-Downloader",,2656,12,MC265612,,Ransom Trojan,Trojan-Downloader,1
logical_fallacy_detection,,Valid,Invalid,correct,incorrect,"Human: Do you think the following argument is 'Valid' or 'Invalid'? No sypholoes are noxuses. Some noxuses are pentwests. Therefore some pentwests are not sypholoes.

Assistant: Valid","Human: Do you think the following argument is 'Valid' or 'Invalid'? No sypholoes are noxuses. Some noxuses are pentwests. Therefore some pentwests are not sypholoes.

Assistant: Invalid",correct,incorrect,1.0,0.9115830041956058,1.0,,True,1.0,1.081999999999999,Human: Do you think the following argument is 'Valid' or 'Invalid'? No sypholoes are noxuses. Some noxuses are pentwests. Therefore some pentwests are not sypholoes.,"Human: Do you think the following argument is 'Valid' or 'Invalid'? No sypholoes are noxuses. Some noxuses are pentwests. Therefore some pentwests are not sypholoes.

Response A: Valid

Response B: Invalid",,2108,12,MC210812,,Valid,Invalid,1
trivia_qa,,"Captain James Cook passed away in London, England",Captain James Cook died in Hawaii.,incorrect,correct,"Human: Where did Captain James Cook die?

Assistant: Captain James Cook died in Hawaii.","Human: Where did Captain James Cook die?

Assistant: Captain James Cook passed away in London, England",correct,incorrect,1.0,-0.0658070921645743,1.0,,True,1.0,225.899,Human: Where did Captain James Cook die?,"Human: Where did Captain James Cook die?

Response A: Captain James Cook passed away in London, England

Response B: Captain James Cook died in Hawaii.",,4931,21,MC493121,,Captain James Cook died in Hawaii.,"Captain James Cook passed away in London, England",1
