source,difficulty,choice1,choice2,choice1_type,choice2_type,chosen,rejected,chosen_type,rejected_type,confidence_scores,decision_time,number_of_clicks,scratch_space,correct_chosen,raw_number_of_clicks,raw_decision_time,prompt,prompt_response_group,other_info,IDs,tags,tag_IDs,categories,correct_statements,incorrect_statements,ordering
crash_blossom,,verb,noun,incorrect,correct,"Human: Identify the part of speech (verb, adjective, noun, or preposition) of the specified word in the following headline.

In the following sentence, what part of speech is cuts? Sentence: Staff cuts affected chairman

Assistant: noun","Human: Identify the part of speech (verb, adjective, noun, or preposition) of the specified word in the following headline.

In the following sentence, what part of speech is cuts? Sentence: Staff cuts affected chairman

Assistant: verb",correct,incorrect,1.0,0.3838294420014421,0.6765895749444931,,True,4.0,30.849,"Human: Identify the part of speech (verb, adjective, noun, or preposition) of the specified word in the following headline.

In the following sentence, what part of speech is cuts? Sentence: Staff cuts affected chairman","Human: Identify the part of speech (verb, adjective, noun, or preposition) of the specified word in the following headline.

In the following sentence, what part of speech is cuts? Sentence: Staff cuts affected chairman

Response A: verb

Response B: noun",,1561,21,MC156121,,noun,verb,1
,,Plan A,Plan B,correct,incorrect,"Human: You are planning for retirement and have two plans to choose from. Which option do you prefer?  Plan A: A target-date fund that automatically adjusts asset allocation to minimize risk as you approach retirement, with a historical variance of 7%. Plan B: A self-managed portfolio where you invest equally in various commodities, all of which have high market volatility, resulting in a combined historical variance of 15%.

Assistant: Plan B","Human: You are planning for retirement and have two plans to choose from. Which option do you prefer?  Plan A: A target-date fund that automatically adjusts asset allocation to minimize risk as you approach retirement, with a historical variance of 7%. Plan B: A self-managed portfolio where you invest equally in various commodities, all of which have high market volatility, resulting in a combined historical variance of 15%.

Assistant: Plan A",incorrect,correct,1.0,0.9088595337023362,1.0,,False,1.0,1.1709999999999994,"Human: You are planning for retirement and have two plans to choose from. Which option do you prefer?  Plan A: A target-date fund that automatically adjusts asset allocation to minimize risk as you approach retirement, with a historical variance of 7%. Plan B: A self-managed portfolio where you invest equally in various commodities, all of which have high market volatility, resulting in a combined historical variance of 15%.","Human: You are planning for retirement and have two plans to choose from. Which option do you prefer?  Plan A: A target-date fund that automatically adjusts asset allocation to minimize risk as you approach retirement, with a historical variance of 7%. Plan B: A self-managed portfolio where you invest equally in various commodities, all of which have high market volatility, resulting in a combined historical variance of 15%.

Response A: Plan A

Response B: Plan B","Option A is a target-date fund that automatically adjusts asset allocation to minimize risk as you approach retirement, with a historical variance of 7%. This gradual shift towards more stable investments reduces actual risk over time. Option B involves a self-managed portfolio invested in various commodities with high market volatility, leading to a combined historical variance of 15%. Commodities can be highly volatile and may not provide sufficient diversification to lower overall risk. Therefore, Option A offers lower actual risk.",5944,12,MC594412,Irrational diversification,Plan A,Plan B,1
question_selection,,"In this case, who gets more of the teacher's resources?","In order to prioritize focus, teachers can choose to disregard whom?",correct,incorrect,"Human: Given a short answer along with its context, select the most appropriate question which has the given short answer as its answer.

Here is the short answer followed by the context.
Short Answer: motivated students Context: Where school class sizes are typically 40 to 50 students, maintaining order in the classroom can divert the teacher from instruction, leaving little opportunity for concentration and focus on what is being taught. In response, teachers may concentrate their attention on motivated students, ignoring attention-seeking and disruptive students. The result of this is that motivated students, facing demanding university entrance examinations, receive disproportionate resources. Given the emphasis on attainment of university places, administrators and governors may regard this policy as appropriate.
 
Choose the appropriate question which has the given answer.

Assistant: In this case, who gets more of the teacher's resources?","Human: Given a short answer along with its context, select the most appropriate question which has the given short answer as its answer.

Here is the short answer followed by the context.
Short Answer: motivated students Context: Where school class sizes are typically 40 to 50 students, maintaining order in the classroom can divert the teacher from instruction, leaving little opportunity for concentration and focus on what is being taught. In response, teachers may concentrate their attention on motivated students, ignoring attention-seeking and disruptive students. The result of this is that motivated students, facing demanding university entrance examinations, receive disproportionate resources. Given the emphasis on attainment of university places, administrators and governors may regard this policy as appropriate.
 
Choose the appropriate question which has the given answer.

Assistant: In order to prioritize focus, teachers can choose to disregard whom?",correct,incorrect,0.3333333333333333,0.8746648991292398,0.8568886070797359,,True,2.0,1.5859999999999983,"Human: Given a short answer along with its context, select the most appropriate question which has the given short answer as its answer.

Here is the short answer followed by the context.
Short Answer: motivated students Context: Where school class sizes are typically 40 to 50 students, maintaining order in the classroom can divert the teacher from instruction, leaving little opportunity for concentration and focus on what is being taught. In response, teachers may concentrate their attention on motivated students, ignoring attention-seeking and disruptive students. The result of this is that motivated students, facing demanding university entrance examinations, receive disproportionate resources. Given the emphasis on attainment of university places, administrators and governors may regard this policy as appropriate.
 
Choose the appropriate question which has the given answer.","Human: Given a short answer along with its context, select the most appropriate question which has the given short answer as its answer.

Here is the short answer followed by the context.
Short Answer: motivated students Context: Where school class sizes are typically 40 to 50 students, maintaining order in the classroom can divert the teacher from instruction, leaving little opportunity for concentration and focus on what is being taught. In response, teachers may concentrate their attention on motivated students, ignoring attention-seeking and disruptive students. The result of this is that motivated students, facing demanding university entrance examinations, receive disproportionate resources. Given the emphasis on attainment of university places, administrators and governors may regard this policy as appropriate.
 
Choose the appropriate question which has the given answer.

Response A: In this case, who gets more of the teacher's resources?

Response B: In order to prioritize focus, teachers can choose to disregard whom?",,4317,12,MC431712,,"In this case, who gets more of the teacher's resources?","In order to prioritize focus, teachers can choose to disregard whom?",1
physics,,σ = q / A,F = m * a,incorrect,correct,"Human: Identify the physics formula that would be most useful for finding the answer to each of the following word problems.


A 5 kg block is pulled across a table by a horizontal force of 40 N with a frictional force of 8 N opposing the motion. What is the acceleration of the object?
 

Assistant: F = m * a","Human: Identify the physics formula that would be most useful for finding the answer to each of the following word problems.


A 5 kg block is pulled across a table by a horizontal force of 40 N with a frictional force of 8 N opposing the motion. What is the acceleration of the object?
 

Assistant: σ = q / A",correct,incorrect,0.3333333333333333,0.6108284239979331,0.61223806496151,,True,5.0,8.972,"Human: Identify the physics formula that would be most useful for finding the answer to each of the following word problems.


A 5 kg block is pulled across a table by a horizontal force of 40 N with a frictional force of 8 N opposing the motion. What is the acceleration of the object?","Human: Identify the physics formula that would be most useful for finding the answer to each of the following word problems.


A 5 kg block is pulled across a table by a horizontal force of 40 N with a frictional force of 8 N opposing the motion. What is the acceleration of the object?

Response A: σ = q / A

Response B: F = m * a",,2827,21,MC282721,,F = m * a,σ = q / A,1
elementary_mathematics,,"2,675",749,correct,incorrect,"Human: A store sells 107 different colors of paint. They have 25 cans of each color in storage. The number of cans of paint the store has in storage can be found using the expression below. 107 × 25. How many cans of paint does the store have in storage?

Assistant: 2,675","Human: A store sells 107 different colors of paint. They have 25 cans of each color in storage. The number of cans of paint the store has in storage can be found using the expression below. 107 × 25. How many cans of paint does the store have in storage?

Assistant: 749",correct,incorrect,1.0,0.8454403805634334,0.8568886070797359,,True,2.0,2.003,Human: A store sells 107 different colors of paint. They have 25 cans of each color in storage. The number of cans of paint the store has in storage can be found using the expression below. 107 × 25. How many cans of paint does the store have in storage?,"Human: A store sells 107 different colors of paint. They have 25 cans of each color in storage. The number of cans of paint the store has in storage can be found using the expression below. 107 × 25. How many cans of paint does the store have in storage?

Response A: 2,675

Response B: 749",,2549,12,MC254912,,"2,675",749,1
human_organs_senses,,head,ear,correct,incorrect,"Human: Which organ is primarily responsible for housing the brain?

Assistant: head","Human: Which organ is primarily responsible for housing the brain?

Assistant: ear",correct,incorrect,1.0,0.9653666220652,1.0,,True,1.0,0.6260000000000003,Human: Which organ is primarily responsible for housing the brain?,"Human: Which organ is primarily responsible for housing the brain?

Response A: head

Response B: ear",,3683,12,MC368312,,head,ear,1
trivia_qa,,Lady Bracknell utters the line 'a handbag' in Oscar Wilde's The Importance of Being Earnest.,Gwendolen Fairfax utters the line 'a handbag' in The Importance of Being Earnest by Oscar Wilde,correct,incorrect,"Human: In Osacar Wilde's The Importance of Being Earnest who utters the line 'a handbag' ?

Assistant: Lady Bracknell utters the line 'a handbag' in Oscar Wilde's The Importance of Being Earnest.","Human: In Osacar Wilde's The Importance of Being Earnest who utters the line 'a handbag' ?

Assistant: Gwendolen Fairfax utters the line 'a handbag' in The Importance of Being Earnest by Oscar Wilde",correct,incorrect,1.0,0.3796275780550281,0.6765895749444931,,True,4.0,31.541,Human: In Osacar Wilde's The Importance of Being Earnest who utters the line 'a handbag' ?,"Human: In Osacar Wilde's The Importance of Being Earnest who utters the line 'a handbag' ?

Response A: Lady Bracknell utters the line 'a handbag' in Oscar Wilde's The Importance of Being Earnest.

Response B: Gwendolen Fairfax utters the line 'a handbag' in The Importance of Being Earnest by Oscar Wilde",,4956,12,MC495612,,Lady Bracknell utters the line 'a handbag' in Oscar Wilde's The Importance of Being Earnest.,Gwendolen Fairfax utters the line 'a handbag' in The Importance of Being Earnest by Oscar Wilde,1
trivia_qa,,John Nash Jr. was a renowned archaeologist.,"The preoccupation of John Nash Jr, the subject of the 2001 film ""A Beautiful Mind"" starring Russell Crowe, was Economics.",incorrect,correct,"Human: ""What was the preoccupation of John Nash Jr, the subject of the 2001 film """"A Beautiful Mind"""" starring Russell Crowe?""

Assistant: The preoccupation of John Nash Jr, the subject of the 2001 film ""A Beautiful Mind"" starring Russell Crowe, was Economics.","Human: ""What was the preoccupation of John Nash Jr, the subject of the 2001 film """"A Beautiful Mind"""" starring Russell Crowe?""

Assistant: John Nash Jr. was a renowned archaeologist.",correct,incorrect,1.0,0.382953703026511,0.6765895749444931,,True,4.0,30.992000000000004,"Human: ""What was the preoccupation of John Nash Jr, the subject of the 2001 film """"A Beautiful Mind"""" starring Russell Crowe?""","Human: ""What was the preoccupation of John Nash Jr, the subject of the 2001 film """"A Beautiful Mind"""" starring Russell Crowe?""

Response A: John Nash Jr. was a renowned archaeologist.

Response B: The preoccupation of John Nash Jr, the subject of the 2001 film ""A Beautiful Mind"" starring Russell Crowe, was Economics.",,3652,21,MC365221,,"The preoccupation of John Nash Jr, the subject of the 2001 film ""A Beautiful Mind"" starring Russell Crowe, was Economics.",John Nash Jr. was a renowned archaeologist.,1
jeopardy,1.0,Nancy Drew is the teenage sleuth created by Edward Stratemeyer that has been solving mysteries for nearly a century.,The teenage sleuth created by Edward Stratemeyer that has been solving mysteries for nearly a century is Ted Wilcox.,correct,incorrect,"Human: Who is the teenage sleuth created by Edward Stratemeyer that has been solving mysteries for nearly a century?

Assistant: The teenage sleuth created by Edward Stratemeyer that has been solving mysteries for nearly a century is Ted Wilcox.","Human: Who is the teenage sleuth created by Edward Stratemeyer that has been solving mysteries for nearly a century?

Assistant: Nancy Drew is the teenage sleuth created by Edward Stratemeyer that has been solving mysteries for nearly a century.",incorrect,correct,0.6666666666666666,0.9278514961292316,1.0,,False,1.0,0.9700000000000006,Human: Who is the teenage sleuth created by Edward Stratemeyer that has been solving mysteries for nearly a century?,"Human: Who is the teenage sleuth created by Edward Stratemeyer that has been solving mysteries for nearly a century?

Response A: Nancy Drew is the teenage sleuth created by Edward Stratemeyer that has been solving mysteries for nearly a century.

Response B: The teenage sleuth created by Edward Stratemeyer that has been solving mysteries for nearly a century is Ted Wilcox.",,1640,12,MC164012,,Nancy Drew is the teenage sleuth created by Edward Stratemeyer that has been solving mysteries for nearly a century.,The teenage sleuth created by Edward Stratemeyer that has been solving mysteries for nearly a century is Ted Wilcox.,1
abstract_narrative_understanding,,Money doesn't grow on trees,Christmas comes but once a year,incorrect,correct,"Human: In what follows, we provide a short narrative, which illustrates a common proverb. 

Narrative: A small girl, who loved her big brother, waited by the front door for his arrival.  The brother had to go to a far-off town for work.  After a long time waiting on the porch, she sees her big brother come home, loaded with gifts for his baby sister.

Which of the following proverbs does this narrative best illustrate?

Assistant: Christmas comes but once a year","Human: In what follows, we provide a short narrative, which illustrates a common proverb. 

Narrative: A small girl, who loved her big brother, waited by the front door for his arrival.  The brother had to go to a far-off town for work.  After a long time waiting on the porch, she sees her big brother come home, loaded with gifts for his baby sister.

Which of the following proverbs does this narrative best illustrate?

Assistant: Money doesn't grow on trees",correct,incorrect,1.0,0.8673209298774066,1.0,,True,1.0,1.6850000000000025,"Human: In what follows, we provide a short narrative, which illustrates a common proverb. 

Narrative: A small girl, who loved her big brother, waited by the front door for his arrival.  The brother had to go to a far-off town for work.  After a long time waiting on the porch, she sees her big brother come home, loaded with gifts for his baby sister.

Which of the following proverbs does this narrative best illustrate?","Human: In what follows, we provide a short narrative, which illustrates a common proverb. 

Narrative: A small girl, who loved her big brother, waited by the front door for his arrival.  The brother had to go to a far-off town for work.  After a long time waiting on the porch, she sees her big brother come home, loaded with gifts for his baby sister.

Which of the following proverbs does this narrative best illustrate?

Response A: Money doesn't grow on trees

Response B: Christmas comes but once a year",,4443,21,MC444321,,Christmas comes but once a year,Money doesn't grow on trees,1
logical_sequence,,"monday, wednesday, saturday, sunday","wednesday, monday, sunday, saturday",correct,incorrect,"Human: Which of the following lists is correctly ordered sequentially?

Assistant: monday, wednesday, saturday, sunday","Human: Which of the following lists is correctly ordered sequentially?

Assistant: wednesday, monday, sunday, saturday",correct,incorrect,1.0,0.7861517817094937,0.8568886070797359,,True,2.0,3.067,Human: Which of the following lists is correctly ordered sequentially?,"Human: Which of the following lists is correctly ordered sequentially?

Response A: monday, wednesday, saturday, sunday

Response B: wednesday, monday, sunday, saturday",,1937,12,MC193712,,"monday, wednesday, saturday, sunday","wednesday, monday, sunday, saturday",1
QuAIL,,not enough information,the lady is of low moral character,incorrect,correct,"Human: Consider the following passage:

A few times. Mostly whilst doing this job and trying to help drunk people or assholes. Sadly it's becoming a regular occurrence for crews to be assaulted.
My last time was a few days ago and the worst thing about it was watching my crew mate and several police officers curl up laughing.
I'll set the scene. Imagine. If you will. A large rather expensive hotel. Then add to that image a rather drunk and buxom young lady who is lying on the floor in a drunken slumber after taking off a lot of her clothes. She was just in her underwear. We were called to look after her. On our arrival she was absolutely fine. Stood up, walked to the stretcher and lay down. Whining about how we were the ' oppressors of society', and other such drivel Because I had the cheek to try and give her a tiny bit of dignity by covering her up with a blanket. She didn't want that. We made it to the ambulance without any hassle and started to do the necessary checks we do on every patient. Blood pressure etc etc when out of the blue she decided that she wanted to release her rather large breasts. Try as I might to give her a little bit of dignity she wasn't interested so we just made sure no one could see inside the ambulance.
After a few minutes she calmed down so I put the blanket over her. Something I do for almost every patient. Without warning THWACK. she hit my in the face with her boob. Then. As I reeled from this waiting for my brain to catch up and make sense of everything, THWACK she did it again. Right round the face with a large breast!!
I turned around to get some support from my colleagues who were crying. Both my crew mate and the officer. Crying. Neither able to speak………..
I didn't know what to say for a while after that…something my crew mate called 'a blessing'
Sigh

The author probably believes that

Assistant: the lady is of low moral character","Human: Consider the following passage:

A few times. Mostly whilst doing this job and trying to help drunk people or assholes. Sadly it's becoming a regular occurrence for crews to be assaulted.
My last time was a few days ago and the worst thing about it was watching my crew mate and several police officers curl up laughing.
I'll set the scene. Imagine. If you will. A large rather expensive hotel. Then add to that image a rather drunk and buxom young lady who is lying on the floor in a drunken slumber after taking off a lot of her clothes. She was just in her underwear. We were called to look after her. On our arrival she was absolutely fine. Stood up, walked to the stretcher and lay down. Whining about how we were the ' oppressors of society', and other such drivel Because I had the cheek to try and give her a tiny bit of dignity by covering her up with a blanket. She didn't want that. We made it to the ambulance without any hassle and started to do the necessary checks we do on every patient. Blood pressure etc etc when out of the blue she decided that she wanted to release her rather large breasts. Try as I might to give her a little bit of dignity she wasn't interested so we just made sure no one could see inside the ambulance.
After a few minutes she calmed down so I put the blanket over her. Something I do for almost every patient. Without warning THWACK. she hit my in the face with her boob. Then. As I reeled from this waiting for my brain to catch up and make sense of everything, THWACK she did it again. Right round the face with a large breast!!
I turned around to get some support from my colleagues who were crying. Both my crew mate and the officer. Crying. Neither able to speak………..
I didn't know what to say for a while after that…something my crew mate called 'a blessing'
Sigh

The author probably believes that

Assistant: not enough information",correct,incorrect,1.0,0.2950000521722706,0.4691266720412459,,True,8.0,49.17,"Human: Consider the following passage:

A few times. Mostly whilst doing this job and trying to help drunk people or assholes. Sadly it's becoming a regular occurrence for crews to be assaulted.
My last time was a few days ago and the worst thing about it was watching my crew mate and several police officers curl up laughing.
I'll set the scene. Imagine. If you will. A large rather expensive hotel. Then add to that image a rather drunk and buxom young lady who is lying on the floor in a drunken slumber after taking off a lot of her clothes. She was just in her underwear. We were called to look after her. On our arrival she was absolutely fine. Stood up, walked to the stretcher and lay down. Whining about how we were the ' oppressors of society', and other such drivel Because I had the cheek to try and give her a tiny bit of dignity by covering her up with a blanket. She didn't want that. We made it to the ambulance without any hassle and started to do the necessary checks we do on every patient. Blood pressure etc etc when out of the blue she decided that she wanted to release her rather large breasts. Try as I might to give her a little bit of dignity she wasn't interested so we just made sure no one could see inside the ambulance.
After a few minutes she calmed down so I put the blanket over her. Something I do for almost every patient. Without warning THWACK. she hit my in the face with her boob. Then. As I reeled from this waiting for my brain to catch up and make sense of everything, THWACK she did it again. Right round the face with a large breast!!
I turned around to get some support from my colleagues who were crying. Both my crew mate and the officer. Crying. Neither able to speak………..
I didn't know what to say for a while after that…something my crew mate called 'a blessing'
Sigh

The author probably believes that","Human: Consider the following passage:

A few times. Mostly whilst doing this job and trying to help drunk people or assholes. Sadly it's becoming a regular occurrence for crews to be assaulted.
My last time was a few days ago and the worst thing about it was watching my crew mate and several police officers curl up laughing.
I'll set the scene. Imagine. If you will. A large rather expensive hotel. Then add to that image a rather drunk and buxom young lady who is lying on the floor in a drunken slumber after taking off a lot of her clothes. She was just in her underwear. We were called to look after her. On our arrival she was absolutely fine. Stood up, walked to the stretcher and lay down. Whining about how we were the ' oppressors of society', and other such drivel Because I had the cheek to try and give her a tiny bit of dignity by covering her up with a blanket. She didn't want that. We made it to the ambulance without any hassle and started to do the necessary checks we do on every patient. Blood pressure etc etc when out of the blue she decided that she wanted to release her rather large breasts. Try as I might to give her a little bit of dignity she wasn't interested so we just made sure no one could see inside the ambulance.
After a few minutes she calmed down so I put the blanket over her. Something I do for almost every patient. Without warning THWACK. she hit my in the face with her boob. Then. As I reeled from this waiting for my brain to catch up and make sense of everything, THWACK she did it again. Right round the face with a large breast!!
I turned around to get some support from my colleagues who were crying. Both my crew mate and the officer. Crying. Neither able to speak………..
I didn't know what to say for a while after that…something my crew mate called 'a blessing'
Sigh

The author probably believes that

Response A: not enough information

Response B: the lady is of low moral character",,3003,21,MC300321,,the lady is of low moral character,not enough information,1
