source,difficulty,choice1,choice2,choice1_type,choice2_type,chosen,rejected,chosen_type,rejected_type,confidence_scores,decision_time,number_of_clicks,scratch_space,correct_chosen,raw_number_of_clicks,raw_decision_time,prompt,prompt_response_group,other_info,IDs,tags,tag_IDs,categories,correct_statements,incorrect_statements
logical_sequence,,"crack an egg, fry egg, serve the egg, eat the egg","fry egg, eat the egg, serve the egg, crack an egg",correct,incorrect,"Human: Which of the following lists is correctly ordered sequentially?

Assistant: crack an egg, fry egg, serve the egg, eat the egg","Human: Which of the following lists is correctly ordered sequentially?

Assistant: fry egg, eat the egg, serve the egg, crack an egg",correct,incorrect,1.0,0.9312805011391876,1.0,,True,1.0,0.9179999999999992,Human: Which of the following lists is correctly ordered sequentially?,"Human: Which of the following lists is correctly ordered sequentially?

Response A: crack an egg, fry egg, serve the egg, eat the egg

Response B: fry egg, eat the egg, serve the egg, crack an egg",,2736,12,MC273612,,"crack an egg, fry egg, serve the egg, eat the egg","fry egg, eat the egg, serve the egg, crack an egg"
philosophy,,good.,virtue.,correct,incorrect,"Human: According to Moore’s “ideal utilitarianism,” the right action is the one that brings about the greatest amount of:

Assistant: virtue.","Human: According to Moore’s “ideal utilitarianism,” the right action is the one that brings about the greatest amount of:

Assistant: good.",incorrect,correct,1.0,0.9412579404818566,1.0,,False,1.0,0.8250000000000002,"Human: According to Moore’s “ideal utilitarianism,” the right action is the one that brings about the greatest amount of:","Human: According to Moore’s “ideal utilitarianism,” the right action is the one that brings about the greatest amount of:

Response A: good.

Response B: virtue.",,1520,12,MC152012,,good.,virtue.
strategyqa,,No,Yes,correct,incorrect,"Human: Can you carry a Chrysler in a laptop bag?

Assistant: No","Human: Can you carry a Chrysler in a laptop bag?

Assistant: Yes",correct,incorrect,1.0,0.8630798515583927,1.0,,True,1.0,1.6940000000000004,Human: Can you carry a Chrysler in a laptop bag?,"Human: Can you carry a Chrysler in a laptop bag?

Response A: No

Response B: Yes",,2272,12,MC227212,,No,Yes
,,Mount Kenya is about 510m tall.,Mount Kenya is about 5100 meters tall.,incorrect,correct,"Human: Mount Wycheproof is about 114 meters in height. How tall do you think Mount Kenya in the Great Rift Valley is?

Assistant: Mount Kenya is about 510m tall.","Human: Mount Wycheproof is about 114 meters in height. How tall do you think Mount Kenya in the Great Rift Valley is?

Assistant: Mount Kenya is about 5100 meters tall.",incorrect,correct,1.0,0.9085457134396177,1.0,,False,1.0,1.1479999999999997,Human: Mount Wycheproof is about 114 meters in height. How tall do you think Mount Kenya in the Great Rift Valley is?,"Human: Mount Wycheproof is about 114 meters in height. How tall do you think Mount Kenya in the Great Rift Valley is?

Response A: Mount Kenya is about 510m tall.

Response B: Mount Kenya is about 5100 meters tall.",low anchor,5873,21,MC587321,Anchor Bias,Mount Kenya is about 5100 meters tall.,Mount Kenya is about 510m tall.
movie_recommendation,,Moonlight Mile,Star Wars Episode IV - A New Hope,incorrect,correct,"Human: Which movie is similar to the following list of movies: American Beauty, Austin Powers International Man of Mystery, Star Wars Episode V - The Empire Strikes Back, Mission Impossible?
 

Assistant: Star Wars Episode IV - A New Hope","Human: Which movie is similar to the following list of movies: American Beauty, Austin Powers International Man of Mystery, Star Wars Episode V - The Empire Strikes Back, Mission Impossible?
 

Assistant: Moonlight Mile",correct,incorrect,1.0,0.9591952420118016,1.0,,True,1.0,0.6690000000000005,"Human: Which movie is similar to the following list of movies: American Beauty, Austin Powers International Man of Mystery, Star Wars Episode V - The Empire Strikes Back, Mission Impossible?","Human: Which movie is similar to the following list of movies: American Beauty, Austin Powers International Man of Mystery, Star Wars Episode V - The Empire Strikes Back, Mission Impossible?

Response A: Moonlight Mile

Response B: Star Wars Episode IV - A New Hope",,3613,21,MC361321,,Star Wars Episode IV - A New Hope,Moonlight Mile
intersect_geometry,,22,5,incorrect,correct,"Human: Find the number of intersection points between the shapes and lines specified by the coordinates given.

There is a polygon with coordinates [(0.4, -3.4), (4.3, 0.6), (-0.8, 5.4), (-5.2, -0.8)]. There is a circle centered at (-1.8, -2.0) with radius 3.0. There is a line segment from (0.2, 2.6) to (-0.2, -1.3). There is a line segment from (2.5, 1.3) to (-3.2, -1.5). How many intersection points are there?

Assistant: 22","Human: Find the number of intersection points between the shapes and lines specified by the coordinates given.

There is a polygon with coordinates [(0.4, -3.4), (4.3, 0.6), (-0.8, 5.4), (-5.2, -0.8)]. There is a circle centered at (-1.8, -2.0) with radius 3.0. There is a line segment from (0.2, 2.6) to (-0.2, -1.3). There is a line segment from (2.5, 1.3) to (-3.2, -1.5). How many intersection points are there?

Assistant: 5",incorrect,correct,0.0,0.5801894771477758,0.7336804366512111,,False,3.0,10.026,"Human: Find the number of intersection points between the shapes and lines specified by the coordinates given.

There is a polygon with coordinates [(0.4, -3.4), (4.3, 0.6), (-0.8, 5.4), (-5.2, -0.8)]. There is a circle centered at (-1.8, -2.0) with radius 3.0. There is a line segment from (0.2, 2.6) to (-0.2, -1.3). There is a line segment from (2.5, 1.3) to (-3.2, -1.5). How many intersection points are there?","Human: Find the number of intersection points between the shapes and lines specified by the coordinates given.

There is a polygon with coordinates [(0.4, -3.4), (4.3, 0.6), (-0.8, 5.4), (-5.2, -0.8)]. There is a circle centered at (-1.8, -2.0) with radius 3.0. There is a line segment from (0.2, 2.6) to (-0.2, -1.3). There is a line segment from (2.5, 1.3) to (-3.2, -1.5). How many intersection points are there?

Response A: 22

Response B: 5",,1366,21,MC136621,,5,22
nonsense_words_grammar,,Adverb,Noun,correct,incorrect,"Human: What part of speech is the word ""Gilteringly"" in the following sentence? Gilteringly shone the cheerful sun.

Assistant: Adverb","Human: What part of speech is the word ""Gilteringly"" in the following sentence? Gilteringly shone the cheerful sun.

Assistant: Noun",correct,incorrect,0.6666666666666666,0.5013242183988619,0.844213042232526,,True,2.0,15.332,"Human: What part of speech is the word ""Gilteringly"" in the following sentence? Gilteringly shone the cheerful sun.","Human: What part of speech is the word ""Gilteringly"" in the following sentence? Gilteringly shone the cheerful sun.

Response A: Adverb

Response B: Noun",,2545,12,MC254512,,Adverb,Noun
QuAIL,,not enough information,Arizone,correct,incorrect,"Human: Consider the following passage:

U.S. President Donald Trump on Friday blasted former FBI director James Comey as an ""untruthful slime ball,"" and said it was his ""great honor"" to fire him.
Trump's barrage of insults comes as Comey engages in a publicity campaign for his book, ""A Higher Loyalty: Truth, Lies, and Leadership,"" which is set to be released next week.
The memoir promises a deep look at Comey's fraught relationship with the U.S. president who fired him, and whom Comey has accused of interfering in the independence of the FBI.
On Twitter, Trump said Comey should be prosecuted.
Trump's comments are in line with an online campaign, organized by his supporters, to discredit Comey.
The Republican National Committee on Thursday launched a new website, Lyin'Comey.com, which features quotes from prominent Democrats who have criticized the former FBI director in the past. The GOP plans to fact-check Comey's book and use the website for ""rapid response"" to highlight any ""misstatements"" or ""contradictions,"" Fox News reports.
Comey's book blasts Trump as unethical and ""untethered to truth'' and calls his leadership of the country ""ego driven and about personal loyalty.'' The book also contains several personal jabs at Trump, including references to what Comey says are the ""bright white half-moons"" under Trump's eyes, which he surmises were the result of Trump using tanning goggles.
Comey also casts Trump as a Mafia boss-like figure who sought to blur the line between law enforcement and politics, and tried to pressure him regarding his investigation into Russian election interference, according to multiple early reviews of the book.
Trump fired Comey in May 2017, setting off a storm of charges from Democrats that the president sought to hinder an investigation into whether his campaign colluded with Russians.
The firing led to the appointment of Robert Mueller as special counsel overseeing the Russia investigation. Mueller's probe has expanded to include whether Trump obstructed justice by firing Comey, an idea the president denies. Trump has assailed Comey as a ""showboat'' and a ""liar.''

In what state did James Comey get married?

Assistant: not enough information","Human: Consider the following passage:

U.S. President Donald Trump on Friday blasted former FBI director James Comey as an ""untruthful slime ball,"" and said it was his ""great honor"" to fire him.
Trump's barrage of insults comes as Comey engages in a publicity campaign for his book, ""A Higher Loyalty: Truth, Lies, and Leadership,"" which is set to be released next week.
The memoir promises a deep look at Comey's fraught relationship with the U.S. president who fired him, and whom Comey has accused of interfering in the independence of the FBI.
On Twitter, Trump said Comey should be prosecuted.
Trump's comments are in line with an online campaign, organized by his supporters, to discredit Comey.
The Republican National Committee on Thursday launched a new website, Lyin'Comey.com, which features quotes from prominent Democrats who have criticized the former FBI director in the past. The GOP plans to fact-check Comey's book and use the website for ""rapid response"" to highlight any ""misstatements"" or ""contradictions,"" Fox News reports.
Comey's book blasts Trump as unethical and ""untethered to truth'' and calls his leadership of the country ""ego driven and about personal loyalty.'' The book also contains several personal jabs at Trump, including references to what Comey says are the ""bright white half-moons"" under Trump's eyes, which he surmises were the result of Trump using tanning goggles.
Comey also casts Trump as a Mafia boss-like figure who sought to blur the line between law enforcement and politics, and tried to pressure him regarding his investigation into Russian election interference, according to multiple early reviews of the book.
Trump fired Comey in May 2017, setting off a storm of charges from Democrats that the president sought to hinder an investigation into whether his campaign colluded with Russians.
The firing led to the appointment of Robert Mueller as special counsel overseeing the Russia investigation. Mueller's probe has expanded to include whether Trump obstructed justice by firing Comey, an idea the president denies. Trump has assailed Comey as a ""showboat'' and a ""liar.''

In what state did James Comey get married?

Assistant: Arizone",correct,incorrect,1.0,0.5191802180332853,0.7336804366512111,,True,3.0,13.941999999999998,"Human: Consider the following passage:

U.S. President Donald Trump on Friday blasted former FBI director James Comey as an ""untruthful slime ball,"" and said it was his ""great honor"" to fire him.
Trump's barrage of insults comes as Comey engages in a publicity campaign for his book, ""A Higher Loyalty: Truth, Lies, and Leadership,"" which is set to be released next week.
The memoir promises a deep look at Comey's fraught relationship with the U.S. president who fired him, and whom Comey has accused of interfering in the independence of the FBI.
On Twitter, Trump said Comey should be prosecuted.
Trump's comments are in line with an online campaign, organized by his supporters, to discredit Comey.
The Republican National Committee on Thursday launched a new website, Lyin'Comey.com, which features quotes from prominent Democrats who have criticized the former FBI director in the past. The GOP plans to fact-check Comey's book and use the website for ""rapid response"" to highlight any ""misstatements"" or ""contradictions,"" Fox News reports.
Comey's book blasts Trump as unethical and ""untethered to truth'' and calls his leadership of the country ""ego driven and about personal loyalty.'' The book also contains several personal jabs at Trump, including references to what Comey says are the ""bright white half-moons"" under Trump's eyes, which he surmises were the result of Trump using tanning goggles.
Comey also casts Trump as a Mafia boss-like figure who sought to blur the line between law enforcement and politics, and tried to pressure him regarding his investigation into Russian election interference, according to multiple early reviews of the book.
Trump fired Comey in May 2017, setting off a storm of charges from Democrats that the president sought to hinder an investigation into whether his campaign colluded with Russians.
The firing led to the appointment of Robert Mueller as special counsel overseeing the Russia investigation. Mueller's probe has expanded to include whether Trump obstructed justice by firing Comey, an idea the president denies. Trump has assailed Comey as a ""showboat'' and a ""liar.''

In what state did James Comey get married?","Human: Consider the following passage:

U.S. President Donald Trump on Friday blasted former FBI director James Comey as an ""untruthful slime ball,"" and said it was his ""great honor"" to fire him.
Trump's barrage of insults comes as Comey engages in a publicity campaign for his book, ""A Higher Loyalty: Truth, Lies, and Leadership,"" which is set to be released next week.
The memoir promises a deep look at Comey's fraught relationship with the U.S. president who fired him, and whom Comey has accused of interfering in the independence of the FBI.
On Twitter, Trump said Comey should be prosecuted.
Trump's comments are in line with an online campaign, organized by his supporters, to discredit Comey.
The Republican National Committee on Thursday launched a new website, Lyin'Comey.com, which features quotes from prominent Democrats who have criticized the former FBI director in the past. The GOP plans to fact-check Comey's book and use the website for ""rapid response"" to highlight any ""misstatements"" or ""contradictions,"" Fox News reports.
Comey's book blasts Trump as unethical and ""untethered to truth'' and calls his leadership of the country ""ego driven and about personal loyalty.'' The book also contains several personal jabs at Trump, including references to what Comey says are the ""bright white half-moons"" under Trump's eyes, which he surmises were the result of Trump using tanning goggles.
Comey also casts Trump as a Mafia boss-like figure who sought to blur the line between law enforcement and politics, and tried to pressure him regarding his investigation into Russian election interference, according to multiple early reviews of the book.
Trump fired Comey in May 2017, setting off a storm of charges from Democrats that the president sought to hinder an investigation into whether his campaign colluded with Russians.
The firing led to the appointment of Robert Mueller as special counsel overseeing the Russia investigation. Mueller's probe has expanded to include whether Trump obstructed justice by firing Comey, an idea the president denies. Trump has assailed Comey as a ""showboat'' and a ""liar.''

In what state did James Comey get married?

Response A: not enough information

Response B: Arizone",,1044,12,MC104412,,not enough information,Arizone
,,The outcome is entirely random; the throwing technique does not influence it.,The player's throwing technique can affect the randomness of the dice roll.,correct,incorrect,"Human: During a casino game, a player believes that throwing the dice with a specific technique will influence the outcome. Will the player’s throwing technique influence the outcome of the throw, or is the outcome unaffected?

Assistant: The outcome is entirely random; the throwing technique does not influence it.","Human: During a casino game, a player believes that throwing the dice with a specific technique will influence the outcome. Will the player’s throwing technique influence the outcome of the throw, or is the outcome unaffected?

Assistant: The player's throwing technique can affect the randomness of the dice roll.",correct,incorrect,1.0,0.6036468623022195,1.0,,True,1.0,8.810000000000002,"Human: During a casino game, a player believes that throwing the dice with a specific technique will influence the outcome. Will the player’s throwing technique influence the outcome of the throw, or is the outcome unaffected?","Human: During a casino game, a player believes that throwing the dice with a specific technique will influence the outcome. Will the player’s throwing technique influence the outcome of the throw, or is the outcome unaffected?

Response A: The outcome is entirely random; the throwing technique does not influence it.

Response B: The player's throwing technique can affect the randomness of the dice roll.","Casino dice are designed to produce random outcomes regardless of how they are thrown. Any perceived control is an illusion.
",5706,12,MC570612,Illusion of control,The outcome is entirely random; the throwing technique does not influence it.,The player's throwing technique can affect the randomness of the dice roll.
,,Japan won 7 medals at the 2012 Olympics.,Japan won 35 medals at the 2012 Olympics.,incorrect,correct,"Human: India won 6 medals at the 2012 London Olympics. How many medals did Japan win at the same Olympics?

Assistant: Japan won 7 medals at the 2012 Olympics.","Human: India won 6 medals at the 2012 London Olympics. How many medals did Japan win at the same Olympics?

Assistant: Japan won 35 medals at the 2012 Olympics.",incorrect,correct,0.0,0.8784039609638586,1.0,,False,1.0,1.4960000000000004,Human: India won 6 medals at the 2012 London Olympics. How many medals did Japan win at the same Olympics?,"Human: India won 6 medals at the 2012 London Olympics. How many medals did Japan win at the same Olympics?

Response A: Japan won 7 medals at the 2012 Olympics.

Response B: Japan won 35 medals at the 2012 Olympics.",low anchor,5073,21,MC507321,Anchor Bias,Japan won 35 medals at the 2012 Olympics.,Japan won 7 medals at the 2012 Olympics.
QuAIL,,The standard diet for Americans is unhealthy,not enough information,correct,incorrect,"Human: Consider the following passage:

Jonathan Swift said, “Everybody wants to live forever, but nobody wants to grow old.”  Wouldn’t it be nice if we could stay healthy and young and live as long as possible? Because that is a deep down desire of the majority, many people are always on a quest to slow down the aging process.
So, our question for today is:
What are the Anti-Aging Benefits of the Mediterranean Diet?
First, we must acknowledge that no diet in the world can halt or slow the aging process. Aging is inevitable and food is not the elixir of life – although the type of food you choose can lengthen or shorten your life.
What has been proven by numerous studies is that the Mediterranean diet lessens your risks of getting certain diseases. It also offers a range of health benefits that will allow you to age in a healthy way. When you whole-heartedly adopt the Mediterranean way of eating, you will reduce your risk of health problems such as Alzheimer’s, Parkinson’s, stroke, heart diseases, etc.
That alone can be classified as anti-aging. Old age is often associated with health problems. If you can grow old and maintain your health, that would be a fine way to live. The Mediterranean diet can help you do that.
Unfortunately, the standard diet for most Americans is filled with junk food, sugary sodas, fast foods and processed, additive-filled food, etc. – basically empty calories.
Obesity is an epidemic. People eat whatever is the most convenient with little regard for their health. This is very upsetting and dangerous for the population as a whole.
There is a wide assumption that healthy food is not delicious. People believe that to eat healthy they must live on a steady diet of raw carrots and steamed chicken breasts. As a result, they choose not to do so. They would much rather have a fast-food burger and cheese fries – it’s easier and tastier.

The author believes that:

Assistant: The standard diet for Americans is unhealthy","Human: Consider the following passage:

Jonathan Swift said, “Everybody wants to live forever, but nobody wants to grow old.”  Wouldn’t it be nice if we could stay healthy and young and live as long as possible? Because that is a deep down desire of the majority, many people are always on a quest to slow down the aging process.
So, our question for today is:
What are the Anti-Aging Benefits of the Mediterranean Diet?
First, we must acknowledge that no diet in the world can halt or slow the aging process. Aging is inevitable and food is not the elixir of life – although the type of food you choose can lengthen or shorten your life.
What has been proven by numerous studies is that the Mediterranean diet lessens your risks of getting certain diseases. It also offers a range of health benefits that will allow you to age in a healthy way. When you whole-heartedly adopt the Mediterranean way of eating, you will reduce your risk of health problems such as Alzheimer’s, Parkinson’s, stroke, heart diseases, etc.
That alone can be classified as anti-aging. Old age is often associated with health problems. If you can grow old and maintain your health, that would be a fine way to live. The Mediterranean diet can help you do that.
Unfortunately, the standard diet for most Americans is filled with junk food, sugary sodas, fast foods and processed, additive-filled food, etc. – basically empty calories.
Obesity is an epidemic. People eat whatever is the most convenient with little regard for their health. This is very upsetting and dangerous for the population as a whole.
There is a wide assumption that healthy food is not delicious. People believe that to eat healthy they must live on a steady diet of raw carrots and steamed chicken breasts. As a result, they choose not to do so. They would much rather have a fast-food burger and cheese fries – it’s easier and tastier.

The author believes that:

Assistant: not enough information",correct,incorrect,0.3333333333333333,0.8716038834560481,1.0,,True,1.0,1.5820000000000007,"Human: Consider the following passage:

Jonathan Swift said, “Everybody wants to live forever, but nobody wants to grow old.”  Wouldn’t it be nice if we could stay healthy and young and live as long as possible? Because that is a deep down desire of the majority, many people are always on a quest to slow down the aging process.
So, our question for today is:
What are the Anti-Aging Benefits of the Mediterranean Diet?
First, we must acknowledge that no diet in the world can halt or slow the aging process. Aging is inevitable and food is not the elixir of life – although the type of food you choose can lengthen or shorten your life.
What has been proven by numerous studies is that the Mediterranean diet lessens your risks of getting certain diseases. It also offers a range of health benefits that will allow you to age in a healthy way. When you whole-heartedly adopt the Mediterranean way of eating, you will reduce your risk of health problems such as Alzheimer’s, Parkinson’s, stroke, heart diseases, etc.
That alone can be classified as anti-aging. Old age is often associated with health problems. If you can grow old and maintain your health, that would be a fine way to live. The Mediterranean diet can help you do that.
Unfortunately, the standard diet for most Americans is filled with junk food, sugary sodas, fast foods and processed, additive-filled food, etc. – basically empty calories.
Obesity is an epidemic. People eat whatever is the most convenient with little regard for their health. This is very upsetting and dangerous for the population as a whole.
There is a wide assumption that healthy food is not delicious. People believe that to eat healthy they must live on a steady diet of raw carrots and steamed chicken breasts. As a result, they choose not to do so. They would much rather have a fast-food burger and cheese fries – it’s easier and tastier.

The author believes that:","Human: Consider the following passage:

Jonathan Swift said, “Everybody wants to live forever, but nobody wants to grow old.”  Wouldn’t it be nice if we could stay healthy and young and live as long as possible? Because that is a deep down desire of the majority, many people are always on a quest to slow down the aging process.
So, our question for today is:
What are the Anti-Aging Benefits of the Mediterranean Diet?
First, we must acknowledge that no diet in the world can halt or slow the aging process. Aging is inevitable and food is not the elixir of life – although the type of food you choose can lengthen or shorten your life.
What has been proven by numerous studies is that the Mediterranean diet lessens your risks of getting certain diseases. It also offers a range of health benefits that will allow you to age in a healthy way. When you whole-heartedly adopt the Mediterranean way of eating, you will reduce your risk of health problems such as Alzheimer’s, Parkinson’s, stroke, heart diseases, etc.
That alone can be classified as anti-aging. Old age is often associated with health problems. If you can grow old and maintain your health, that would be a fine way to live. The Mediterranean diet can help you do that.
Unfortunately, the standard diet for most Americans is filled with junk food, sugary sodas, fast foods and processed, additive-filled food, etc. – basically empty calories.
Obesity is an epidemic. People eat whatever is the most convenient with little regard for their health. This is very upsetting and dangerous for the population as a whole.
There is a wide assumption that healthy food is not delicious. People believe that to eat healthy they must live on a steady diet of raw carrots and steamed chicken breasts. As a result, they choose not to do so. They would much rather have a fast-food burger and cheese fries – it’s easier and tastier.

The author believes that:

Response A: The standard diet for Americans is unhealthy

Response B: not enough information",,2100,12,MC210012,,The standard diet for Americans is unhealthy,not enough information
jeopardy,3.0,"Romania's first king, Carol I, was born a German prince.","The country's first king, Haakon VII, was born a Danish prince.",correct,incorrect,"Human: Which country's first king, Carol I, was born a German prince?

Assistant: Romania's first king, Carol I, was born a German prince.","Human: Which country's first king, Carol I, was born a German prince?

Assistant: The country's first king, Haakon VII, was born a Danish prince.",correct,incorrect,1.0,0.9107067679359602,1.0,,True,1.0,1.125,"Human: Which country's first king, Carol I, was born a German prince?","Human: Which country's first king, Carol I, was born a German prince?

Response A: Romania's first king, Carol I, was born a German prince.

Response B: The country's first king, Haakon VII, was born a Danish prince.",,4352,12,MC435212,,"Romania's first king, Carol I, was born a German prince.","The country's first king, Haakon VII, was born a Danish prince."
evaluating_information_essentiality,,Either statement 1 or statement 2 is sufficient,Statement 1 and statement 2 taken together are sufficient,correct,incorrect,"Human: Question: Does Alice like elephants more than zebras? Which of the following statements is/are sufficient to answer the previous question? 
1. Elephants are Alice's favourite animals. 
2. Zebras are the animals that Alice likes the least.
 

Assistant: Either statement 1 or statement 2 is sufficient","Human: Question: Does Alice like elephants more than zebras? Which of the following statements is/are sufficient to answer the previous question? 
1. Elephants are Alice's favourite animals. 
2. Zebras are the animals that Alice likes the least.
 

Assistant: Statement 1 and statement 2 taken together are sufficient",correct,incorrect,1.0,0.8284020974594388,1.0,,True,1.0,2.202,"Human: Question: Does Alice like elephants more than zebras? Which of the following statements is/are sufficient to answer the previous question? 
1. Elephants are Alice's favourite animals. 
2. Zebras are the animals that Alice likes the least.","Human: Question: Does Alice like elephants more than zebras? Which of the following statements is/are sufficient to answer the previous question? 
1. Elephants are Alice's favourite animals. 
2. Zebras are the animals that Alice likes the least.

Response A: Either statement 1 or statement 2 is sufficient

Response B: Statement 1 and statement 2 taken together are sufficient",,4745,12,MC474512,,Either statement 1 or statement 2 is sufficient,Statement 1 and statement 2 taken together are sufficient
figure_of_speech_detection,,Onomatopoeia,Simile,correct,incorrect,"Human: Please identify the figure of speech embodied by the following English sentence.
Sentence: The horse, when it saw a calf, neighed several times in a very gentle way.

Assistant: Onomatopoeia","Human: Please identify the figure of speech embodied by the following English sentence.
Sentence: The horse, when it saw a calf, neighed several times in a very gentle way.

Assistant: Simile",correct,incorrect,1.0,0.7814876799019791,1.0,,True,1.0,3.045,"Human: Please identify the figure of speech embodied by the following English sentence.
Sentence: The horse, when it saw a calf, neighed several times in a very gentle way.","Human: Please identify the figure of speech embodied by the following English sentence.
Sentence: The horse, when it saw a calf, neighed several times in a very gentle way.

Response A: Onomatopoeia

Response B: Simile",,1801,12,MC180112,,Onomatopoeia,Simile
disambiguation_qa,,Ambiguous,The carpenter had been working on the house,incorrect,correct,"Human: In the following sentence, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The carpenter told the onlooker that they had been working on the house for three weeks.
 

Assistant: The carpenter had been working on the house","Human: In the following sentence, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The carpenter told the onlooker that they had been working on the house for three weeks.
 

Assistant: Ambiguous",correct,incorrect,1.0,0.6324911920143634,1.0,,True,1.0,7.497,"Human: In the following sentence, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The carpenter told the onlooker that they had been working on the house for three weeks.","Human: In the following sentence, explain the antecedent of the pronoun (which thing the pronoun refers to), or state that it is ambiguous.

Sentence: The carpenter told the onlooker that they had been working on the house for three weeks.

Response A: Ambiguous

Response B: The carpenter had been working on the house",,4146,21,MC414621,,The carpenter had been working on the house,Ambiguous
crass_ai,,The horse would have died.,That would have been an exceptionally painful experience for the man.,incorrect,correct,"Human: A man mounts a horse. What would have happened if the horse had mounted the man?

Assistant: That would have been an exceptionally painful experience for the man.","Human: A man mounts a horse. What would have happened if the horse had mounted the man?

Assistant: The horse would have died.",correct,incorrect,1.0,0.7902103180312416,0.6479446869911012,,True,4.0,2.873000000000001,Human: A man mounts a horse. What would have happened if the horse had mounted the man?,"Human: A man mounts a horse. What would have happened if the horse had mounted the man?

Response A: The horse would have died.

Response B: That would have been an exceptionally painful experience for the man.",,1518,21,MC151821,,That would have been an exceptionally painful experience for the man.,The horse would have died.
electrical_engineering,,2 mA.,4 mA.,correct,incorrect,"Human: The coil of a moving coil meter has 100 turns, is 40 mm long and 30 mm wide. The control torque is 240*10-6 N-m on full scale. If magnetic flux density is 1Wb/m2 range of meter is

Assistant: 2 mA.","Human: The coil of a moving coil meter has 100 turns, is 40 mm long and 30 mm wide. The control torque is 240*10-6 N-m on full scale. If magnetic flux density is 1Wb/m2 range of meter is

Assistant: 4 mA.",correct,incorrect,0.3333333333333333,0.502445852860389,0.7336804366512111,,True,3.0,15.241,"Human: The coil of a moving coil meter has 100 turns, is 40 mm long and 30 mm wide. The control torque is 240*10-6 N-m on full scale. If magnetic flux density is 1Wb/m2 range of meter is","Human: The coil of a moving coil meter has 100 turns, is 40 mm long and 30 mm wide. The control torque is 240*10-6 N-m on full scale. If magnetic flux density is 1Wb/m2 range of meter is

Response A: 2 mA.

Response B: 4 mA.",,2290,12,MC229012,,2 mA.,4 mA.
strange_stories,,yes,no,incorrect,correct,"Human: Context: Helen waited all year for Christmas, because she knew at Christmas she could ask her parents for a rabbit. Helen wanted a rabbit more than anything in the world. At last Christmas Day arrived, and Helen ran to unwrap the big box her parents had given her. She felt sure it would contain a little rabbit in a cage. But when she opened it, with all the family standing round, she found her present was just a boring old set of encyclopaedias, which Helen did not want at all! Still, when Helen's parents asked her how she liked her Christmas present, she said, ""It's lovely, thank you. It's just what I wanted"".
Is it true, what Helen said?

Assistant: no","Human: Context: Helen waited all year for Christmas, because she knew at Christmas she could ask her parents for a rabbit. Helen wanted a rabbit more than anything in the world. At last Christmas Day arrived, and Helen ran to unwrap the big box her parents had given her. She felt sure it would contain a little rabbit in a cage. But when she opened it, with all the family standing round, she found her present was just a boring old set of encyclopaedias, which Helen did not want at all! Still, when Helen's parents asked her how she liked her Christmas present, she said, ""It's lovely, thank you. It's just what I wanted"".
Is it true, what Helen said?

Assistant: yes",correct,incorrect,1.0,0.9471740124069516,1.0,,True,1.0,0.7719999999999985,"Human: Context: Helen waited all year for Christmas, because she knew at Christmas she could ask her parents for a rabbit. Helen wanted a rabbit more than anything in the world. At last Christmas Day arrived, and Helen ran to unwrap the big box her parents had given her. She felt sure it would contain a little rabbit in a cage. But when she opened it, with all the family standing round, she found her present was just a boring old set of encyclopaedias, which Helen did not want at all! Still, when Helen's parents asked her how she liked her Christmas present, she said, ""It's lovely, thank you. It's just what I wanted"".
Is it true, what Helen said?","Human: Context: Helen waited all year for Christmas, because she knew at Christmas she could ask her parents for a rabbit. Helen wanted a rabbit more than anything in the world. At last Christmas Day arrived, and Helen ran to unwrap the big box her parents had given her. She felt sure it would contain a little rabbit in a cage. But when she opened it, with all the family standing round, she found her present was just a boring old set of encyclopaedias, which Helen did not want at all! Still, when Helen's parents asked her how she liked her Christmas present, she said, ""It's lovely, thank you. It's just what I wanted"".
Is it true, what Helen said?

Response A: yes

Response B: no",,2151,21,MC215121,,no,yes
trivia_qa,,Catherine Zeta Jones has a million pound per year contract with the cosmetics company ELIZABETH ARDEN.,Catherine Zeta Jones has a million pound per year contract with coffee brand Starbucks.,correct,incorrect,"Human: Catherine Zeta Jones has a million pound per year contract with which cosmetics company?

Assistant: Catherine Zeta Jones has a million pound per year contract with the cosmetics company ELIZABETH ARDEN.","Human: Catherine Zeta Jones has a million pound per year contract with which cosmetics company?

Assistant: Catherine Zeta Jones has a million pound per year contract with coffee brand Starbucks.",correct,incorrect,1.0,0.83522483193169,1.0,,True,1.0,2.0950000000000006,Human: Catherine Zeta Jones has a million pound per year contract with which cosmetics company?,"Human: Catherine Zeta Jones has a million pound per year contract with which cosmetics company?

Response A: Catherine Zeta Jones has a million pound per year contract with the cosmetics company ELIZABETH ARDEN.

Response B: Catherine Zeta Jones has a million pound per year contract with coffee brand Starbucks.",,2955,12,MC295512,,Catherine Zeta Jones has a million pound per year contract with the cosmetics company ELIZABETH ARDEN.,Catherine Zeta Jones has a million pound per year contract with coffee brand Starbucks.
